,0,1,gemeinde_code,NUTS-3 region
1548,31802001,Aspang-Markt_31802AA,31802,AT122
1549,31802002,Aspang-Markt_31802AB,31802,AT122
1550,31802901,P+R Aspang-Markt Bahnhof,31802,AT122
1551,31803001,Aspangberg-St. Peter_31803000A,31803,AT122
1552,31803002,Aspangberg-St. Peter_31803000B,31803,AT122
1553,31803003,Aspangberg-St. Peter_31803001,31803,AT122
1554,31804001,Breitenau_31804,31804,AT122
1555,31805001,Breitenstein_31805AA,31805,AT122
1556,31805002,Breitenstein_31805AB,31805,AT122
1557,31806001,Buchbach_31806,31806,AT122
1558,31807001,Edlitz_31807,31807,AT122
1559,31808001,Enzenreith_31808,31808,AT122
1560,31809001,Feistritz am Wechsel_31809,31809,AT122
1561,31810001,Gloggnitz_31810AA,31810,AT122
1562,31810002,Gloggnitz_31810AB,31810,AT122
1563,31810901,P+R Gloggnitz Bahnhof,31810,AT122
1564,31811001,Grafenbach-St. Valentin_31811,31811,AT122
1565,31812001,Grimmenstein_31812,31812,AT122
1566,31813001,Grünbach am Schneeberg_31813001A,31813,AT122
1567,31813002,Grünbach am Schneeberg_31813AA,31813,AT122
1568,31813003,Grünbach am Schneeberg_31813AB,31813,AT122
1569,31814001,Kirchberg am Wechsel_31814,31814,AT122
1570,31815001,Mönichkirchen_31815,31815,AT122
1571,31817001,Natschbach-Loipersbach_31817,31817,AT122
1572,31818001,Neunkirchen_31818000A,31818,AT122
1573,31818002,Neunkirchen_31818000B,31818,AT122
1574,31818003,Neunkirchen_31818027A,31818,AT122
1575,31818004,Neunkirchen_31818027B,31818,AT122
1576,31818005,Neunkirchen_31818AA,31818,AT122
1577,31818006,Neunkirchen_31818AB,31818,AT122
1578,31818007,Neunkirchen_31818AC,31818,AT122
1579,31818901,P+R Neunkirchen (NÖ) Bahnhof,31818,AT122
1580,31820001,Otterthal_31820,31820,AT122
1581,31821001,Payerbach_31821000,31821,AT122
1582,31821002,Payerbach_31821001A,31821,AT122
1583,31821003,Payerbach_31821001B,31821,AT122
1584,31821901,P+R Payerbach-Reichenau Bahnhof,31821,AT122
1585,31823001,Pitten_31823002,31823,AT122
1586,31823002,Pitten_31823AA,31823,AT122
1587,31823003,Pitten_31823AB,31823,AT122
1588,31825001,Prigglitz_31825,31825,AT122
1589,31826001,Puchberg am Schneeberg_31826AA,31826,AT122
1590,31826002,Puchberg am Schneeberg_31826AB,31826,AT122
1591,31826003,Puchberg am Schneeberg_31826AC,31826,AT122
1592,31827001,Raach am Hochgebirge_31827,31827,AT122
1593,31829001,Reichenau an der Rax_31829,31829,AT122
1594,31830001,St. Corona am Wechsel_31830,31830,AT122
1595,31831001,St. Egyden am Steinfeld_31831,31831,AT122
1596,31831901,P+R St. Egyden am Steinfeld Bahnhof,31831,AT122
1597,31832001,Scheiblingkirchen-Thernberg_31832000A,31832,AT122
1598,31832002,Scheiblingkirchen-Thernberg_31832AA,31832,AT122
1599,31833001,Schottwien_31833,31833,AT122
1600,31834001,Schrattenbach_31834,31834,AT122
1601,31835001,Schwarzau am Steinfeld_31835,31835,AT122
1602,31836001,Schwarzau im Gebirge_31836,31836,AT122
1603,31837001,Seebenstein_31837,31837,AT122
1604,31838001,Semmering_31838000A,31838,AT122
1605,31838002,Semmering_31838000B,31838,AT122
1606,31839001,Ternitz_31839003,31839,AT122
1607,31839002,Ternitz_31839AA,31839,AT122
1608,31839003,Ternitz_31839AB,31839,AT122
1609,31839004,Ternitz_31839AC,31839,AT122
1610,31839005,Ternitz_31839AD,31839,AT122
1611,31839901,P+R Ternitz Bahnhof,31839,AT122
1612,31839902,P+R Pottschach Bahnhof,31839,AT122
1613,31840001,Thomasberg_31840,31840,AT122
1614,31840901,P+R Edlitz-Grimmenstein Bahnhof,31840,AT122
1615,31841001,Trattenbach_31841,31841,AT122
1616,31842001,Bürg-Vöstenhof_31842,31842,AT122
1617,31843001,Warth_31843,31843,AT122
1618,31844001,Wartmannstetten_31844,31844,AT122
1619,31845001,Willendorf_31845000A,31845,AT122
1620,31845002,Willendorf_31845000B,31845,AT122
1621,31846001,Wimpassing im Schwarzatale_31846,31846,AT122
1622,31847001,Würflach_31847,31847,AT122
1623,31848001,Zöbern_31848,31848,AT122
1624,31849001,Höflein an der Hohen Wand_31849,31849,AT122
1625,31901001,Altlengbach_31901001A,31901,AT123
1626,31901002,Altlengbach_31901AA,31901,AT123
1627,31902001,Asperhofen_31902,31902,AT123
1628,31903001,Böheimkirchen_31903000A,31903,AT123
1629,31903002,Böheimkirchen_31903001A,31903,AT123
1630,31903003,Böheimkirchen_31903002,31903,AT123
1631,31903004,Böheimkirchen_31903AA,31903,AT123
1632,31903005,Böheimkirchen_31903AB,31903,AT123
1633,31903006,Böheimkirchen_31903AC,31903,AT123
1634,31903007,Böheimkirchen_31903AD,31903,AT123
1635,31903901,P+R Böheimkirchen Bahnhof,31903,AT123
1636,31904001,Brand-Laaben_31904,31904,AT123
1637,31905001,Eichgraben_31905000,31905,AT123
1638,31905002,Eichgraben_31905001,31905,AT123
1639,31905901,P+R Eichgraben-Altlengbach Bahnhof,31905,AT123
1640,31906001,Frankenfels_31906001A,31906,AT123
1641,31906002,Frankenfels_31906001B,31906,AT123
1642,31906003,Frankenfels_31906001C,31906,AT123
1643,31906004,Frankenfels_31906AA,31906,AT123
1644,31906901,P+R Laubenbachmühle Bahnhof,31906,AT123
1645,31907001,Gerersdorf_31907,31907,AT123
1646,31909001,Hofstetten-Grünau_31909001A,31909,AT123
1647,31909002,Hofstetten-Grünau_31909AA,31909,AT123
1648,31909003,Hofstetten-Grünau_31909AB,31909,AT123
1649,31910001,Hafnerbach_31910,31910,AT123
1650,31911001,Haunoldstein_31911,31911,AT123
1651,31912001,Herzogenburg_31912AA,31912,AT123
1652,31912002,Herzogenburg_31912AB,31912,AT123
1653,31912003,Herzogenburg_31912AC,31912,AT123
1654,31912004,Herzogenburg_31912AD,31912,AT123
1655,31912901,P+R Herzogenburg Bahnhof,31912,AT123
1656,31913001,Inzersdorf-Getzersdorf_31913,31913,AT123
1657,31915001,Kapelln_31915,31915,AT123
1658,31916001,Karlstetten_31916,31916,AT123
1659,31917001,Kasten bei Böheimkirchen_31917,31917,AT123
1660,31918001,Kirchberg an der Pielach_31918001A,31918,AT123
1661,31918002,Kirchberg an der Pielach_31918AA,31918,AT123
1662,31918003,Kirchberg an der Pielach_31918AB,31918,AT123
1663,31918901,P+R Kirchberg an der Pielach Bahnhof,31918,AT123
1664,31919001,Kirchstetten_31919,31919,AT123
1665,31920001,Loich_31920,31920,AT123
1666,31921001,Maria-Anzbach_31921000A,31921,AT123
1667,31921002,Maria-Anzbach_31921000B,31921,AT123
1668,31921003,Maria-Anzbach_31921001,31921,AT123
1669,31922001,Markersdorf-Haindorf_31922,31922,AT123
1670,31923001,Michelbach_31923,31923,AT123
1671,31925001,Neidling_31925,31925,AT123
1672,31926001,Neulengbach_31926001,31926,AT123
1673,31926002,Neulengbach_31926008,31926,AT123
1674,31926003,Neulengbach_31926AA,31926,AT123
1675,31926004,Neulengbach_31926AB,31926,AT123
1676,31926005,Neulengbach_31926AC,31926,AT123
1677,31926901,P+R Neulengbach Stadt Bahnhof,31926,AT123
1678,31927001,Neustift-Innermanzing_31927,31927,AT123
1679,31928001,Nußdorf ob der Traisen_31928,31928,AT123
1680,31929001,Ober-Grafendorf_31929,31929,AT123
1681,31930001,Obritzberg-Rust_31930,31930,AT123
1682,31932001,Prinzersdorf_31932,31932,AT123
1683,31934001,Pyhra_31934002,31934,AT123
1684,31934002,Pyhra_31934AA,31934,AT123
1685,31934003,Pyhra_31934AB,31934,AT123
1686,31935001,Rabenstein an der Pielach_31935001A,31935,AT123
1687,31935002,Rabenstein an der Pielach_31935AA,31935,AT123
1688,31935003,Rabenstein an der Pielach_31935AB,31935,AT123
1689,31938001,St. Margarethen an der Sierning_31938,31938,AT123
1690,31939001,Schwarzenbach an der Pielach_31939,31939,AT123
1691,31940001,Statzendorf_31940,31940,AT123
1692,31941001,Stössing_31941,31941,AT123
1693,31943001,Traismauer_31943000,31943,AT123
1694,31943002,Traismauer_31943002,31943,AT123
1695,31943003,Traismauer_31943AA,31943,AT123
1696,31943004,Traismauer_31943AB,31943,AT123
1697,31945001,Weinburg_31945000A,31945,AT123
1698,31945002,Weinburg_31945000B,31945,AT123
1699,31946001,Perschling_31946,31946,AT123
1700,31947001,Wilhelmsburg_31947AA,31947,AT123
1701,31947002,Wilhelmsburg_31947AB,31947,AT123
1702,31948001,Wölbling_31948,31948,AT123
1703,31949001,Gablitz_31949000,31949,AT126
1704,31949002,Gablitz_31949001,31949,AT126
1705,31950001,Mauerbach_31950,31950,AT126
1706,31951001,Pressbaum_31951000A,31951,AT126
1707,31951002,Pressbaum_31951000B,31951,AT126
1708,31951003,Pressbaum_31951004A,31951,AT126
1709,31951004,Pressbaum_31951AA,31951,AT126
1710,31951005,Pressbaum_31951AB,31951,AT126
1711,31952001,Purkersdorf_31952000A,31952,AT126
1712,31952002,Purkersdorf_31952000B,31952,AT126
1713,31952003,Purkersdorf_31952000C,31952,AT126
1714,31952004,Purkersdorf_31952001,31952,AT126
1715,31952005,Purkersdorf_31952002A,31952,AT126
1716,31952006,Purkersdorf_31952004,31952,AT126
1717,31952007,Purkersdorf_31952AA,31952,AT126
1718,31952901,P+R Purkersdorf bei Wien Zentrum Bahnhof,31952,AT126
1719,31953001,Tullnerbach_31953000,31953,AT126
1720,31953002,Tullnerbach_31953001,31953,AT126
1721,31953901,P+R Tullnerbach-Pressbaum Bahnhof,31953,AT126
1722,31954001,Wolfsgraben_31954,31954,AT126
1723,32001001,Gaming_32001,32001,AT121
1724,32002001,Göstling an der Ybbs_32002,32002,AT121
1725,32003001,Gresten_32003000A,32003,AT121
1726,32003002,Gresten_32003000B,32003,AT121
1727,32003003,Gresten_32003000C,32003,AT121
1728,32004001,Gresten-Land_32004AA,32004,AT121
1729,32004002,Gresten-Land_32004AB,32004,AT121
1730,32005001,Lunz am See_32005,32005,AT121
1731,32006001,Oberndorf an der Melk_32006,32006,AT121
1732,32007001,Puchenstuben_32007000A,32007,AT121
1733,32007002,Puchenstuben_32007000B,32007,AT121
1734,32008001,Purgstall an der Erlauf_32008AA,32008,AT121
1735,32008002,Purgstall an der Erlauf_32008AB,32008,AT121
1736,32008003,Purgstall an der Erlauf_32008AC,32008,AT121
1737,32009001,Randegg_32009,32009,AT121
1738,32010001,Reinsberg_32010,32010,AT121
1739,32011001,St. Anton an der Jeßnitz_32011,32011,AT121
1740,32012001,St. Georgen an der Leys_32012,32012,AT121
1741,32013001,Scheibbs_32013AA,32013,AT121
1742,32013002,Scheibbs_32013AB,32013,AT121
1743,32013901,P+R Scheibbs Bahnhof,32013,AT121
1744,32014001,Steinakirchen am Forst_32014,32014,AT121
1745,32015001,Wang_32015,32015,AT121
1746,32016001,Wieselburg_32016000A,32016,AT121
1747,32016002,Wieselburg_32016000B,32016,AT121
1748,32016003,Wieselburg_32016001A,32016,AT121
1749,32016004,Wieselburg_32016AA,32016,AT121
1750,32016005,Wieselburg_32016AB,32016,AT121
1751,32016006,Wieselburg_32016AC,32016,AT121
1752,32016901,P+R Wieselburg Bahnhof,32016,AT121
1753,32017001,Wieselburg-Land_32017AA,32017,AT121
1754,32017002,Wieselburg-Land_32017AB,32017,AT121
1755,32018001,Wolfpassing_32018,32018,AT121
1756,32101001,Absdorf_32101,32101,AT126
1757,32101901,P+R Absdorf (Tulln) Bahnhof,32101,AT126
1758,32104001,Atzenbrugg_32104000A,32104,AT126
1759,32104002,Atzenbrugg_32104000B,32104,AT126
1760,32104003,Atzenbrugg_32104001,32104,AT126
1761,32106001,Fels am Wagram_32106,32106,AT126
1762,32106901,P+R Fels am Wagram Bahnhof,32106,AT126
1763,32107001,Grafenwörth_32107AA,32107,AT126
1764,32107002,Grafenwörth_32107AB,32107,AT126
1765,32109001,Großriedenthal_32109,32109,AT126
1766,32110001,Großweikersdorf_32110AA,32110,AT126
1767,32110002,Großweikersdorf_32110AB,32110,AT126
1768,32110901,P+R Großweikersdorf Bahnhof,32110,AT126
1769,32112001,Judenau-Baumgarten_32112,32112,AT126
1770,32114001,Kirchberg am Wagram_32114,32114,AT126
1771,32114901,P+R Kirchberg am Wagram Bahnhof,32114,AT126
1772,32115001,Königsbrunn am Wagram_32115,32115,AT126
1773,32116001,Königstetten_32116,32116,AT126
1774,32119001,Langenrohr_32119,32119,AT126
1775,32119901,P+R Tullnerfeld Tullnerfeld Bahnhof,32119,AT126
1776,32120001,Michelhausen_32120,32120,AT126
1777,32131001,Sieghartskirchen_32131007,32131,AT126
1778,32131002,Sieghartskirchen_32131AA,32131,AT126
1779,32131003,Sieghartskirchen_32131AB,32131,AT126
1780,32132001,Sitzenberg-Reidling_32132,32132,AT126
1781,32134001,Tulbing_32134,32134,AT126
1782,32135001,Tulln an der Donau_32135001,32135,AT126
1783,32135002,Tulln an der Donau_32135002,32135,AT126
1784,32135003,Tulln an der Donau_32135004A,32135,AT126
1785,32135004,Tulln an der Donau_32135004B,32135,AT126
1786,32135005,Tulln an der Donau_32135020,32135,AT126
1787,32135006,Tulln an der Donau_32135AA,32135,AT126
1788,32135007,Tulln an der Donau_32135AB,32135,AT126
1789,32135008,Tulln an der Donau_32135AC,32135,AT126
1790,32135009,Tulln an der Donau_32135AD,32135,AT126
1791,32135901,P+R Tulln Bahnhof,32135,AT126
1792,32139001,Würmla_32139,32139,AT126
1793,32140001,Zeiselmauer-Wolfpassing_32140,32140,AT126
1794,32141001,Zwentendorf an der Donau_32141004,32141,AT126
1795,32141002,Zwentendorf an der Donau_32141AA,32141,AT126
1796,32141003,Zwentendorf an der Donau_32141AB,32141,AT126
1797,32142001,St. Andrä-Wördern_32142001,32142,AT126
1798,32142002,St. Andrä-Wördern_32142AA,32142,AT126
1799,32142003,St. Andrä-Wördern_32142AB,32142,AT126
1800,32142004,St. Andrä-Wördern_32142AC,32142,AT126
1801,32142901,P+R St. Andrä-Wördern Bahnhof,32142,AT126
1802,32143001,Muckendorf-Wipfing_32143,32143,AT126
1803,32144001,Klosterneuburg_32144010,32144,AT126
1804,32144002,Klosterneuburg_32144012,32144,AT126
1805,32144003,Klosterneuburg_32144014,32144,AT126
1806,32144004,Klosterneuburg_32144020A,32144,AT126
1807,32144005,Klosterneuburg_32144020B,32144,AT126
1808,32144006,Klosterneuburg_32144020C,32144,AT126
1809,32144007,Klosterneuburg_32144036,32144,AT126
1810,32144008,Klosterneuburg_32144037,32144,AT126
1811,32144009,Klosterneuburg_32144AA,32144,AT126
1812,32144010,Klosterneuburg_32144AB,32144,AT126
1813,32144011,Klosterneuburg_32144AC,32144,AT126
1814,32144012,Klosterneuburg_32144AD,32144,AT126
1815,32144013,Klosterneuburg_32144AE,32144,AT126
1816,32144014,Klosterneuburg_32144AF,32144,AT126
1817,32144015,Klosterneuburg_32144AG,32144,AT126
1818,32144901,P+R Klosterneuburg Kierling Bahnhof,32144,AT126
1819,32144902,P+R Kritzendorf Bahnhof,32144,AT126
1820,32202001,Dietmanns_32202,32202,AT124
1821,32203001,Dobersberg_32203,32203,AT124
1822,32206001,Gastern_32206,32206,AT124
1823,32207001,Groß-Siegharts_32207,32207,AT124
1824,32209001,Karlstein an der Thaya_32209,32209,AT124
1825,32210001,Kautzen_32210,32210,AT124
1826,32212001,Ludweis-Aigen_32212,32212,AT124
1827,32214001,Pfaffenschlag bei Waidhofen a.d.Thaya_32214,32214,AT124
1828,32216001,Raabs an der Thaya_32216AA,32216,AT124
1829,32216002,Raabs an der Thaya_32216AB,32216,AT124
1830,32217001,Thaya_32217,32217,AT124
1831,32219001,Vitis_32219,32219,AT124
1832,32220001,Waidhofen an der Thaya_32220AA,32220,AT124
1833,32220002,Waidhofen an der Thaya_32220AB,32220,AT124
1834,32220003,Waidhofen an der Thaya_32220AC,32220,AT124
1835,32221001,Waidhofen an der Thaya-Land_32221,32221,AT124
1836,32222001,Waldkirchen an der Thaya_32222,32222,AT124
1837,32223001,Windigsteig_32223,32223,AT124
1838,32301001,Bad Fischau-Brunn_32301000A,32301,AT122
1839,32301002,Bad Fischau-Brunn_32301000B,32301,AT122
1840,32301003,Bad Fischau-Brunn_32301001,32301,AT122
1841,32302001,Bad Schönau_32302,32302,AT122
1842,32304001,Ebenfurth_32304002,32304,AT122
1843,32304002,Ebenfurth_32304AA,32304,AT122
1844,32304003,Ebenfurth_32304AB,32304,AT122
1845,32304901,P+R Ebenfurth Bahnhof,32304,AT122
1846,32305001,Eggendorf_32305000,32305,AT122
1847,32305002,Eggendorf_32305001,32305,AT122
1848,32305003,Eggendorf_32305AA,32305,AT122
1849,32306001,Bad Erlach_32306,32306,AT122
1850,32306901,P+R Bad Erlach Bahnhof,32306,AT122
1851,32307001,Felixdorf_32307,32307,AT122
1852,32307901,P+R Felixdorf Bahnhof,32307,AT122
1853,32308001,Gutenstein_32308,32308,AT122
1854,32309001,Hochneukirchen-Gschaidt_32309,32309,AT122
1855,32310001,Hochwolkersdorf_32310,32310,AT122
1856,32311001,Hohe Wand_32311,32311,AT122
1857,32312001,Hollenthon_32312,32312,AT122
1858,32313001,Katzelsdorf_32313000A,32313,AT122
1859,32313002,Katzelsdorf_32313000B,32313,AT122
1860,32314001,Kirchschlag in der Buckligen Welt_32314AA,32314,AT122
1861,32314002,Kirchschlag in der Buckligen Welt_32314AB,32314,AT122
1862,32315001,Krumbach_32315,32315,AT122
1863,32316001,Lanzenkirchen_32316002,32316,AT122
1864,32316002,Lanzenkirchen_32316AA,32316,AT122
1865,32317001,Lichtenegg_32317,32317,AT122
1866,32318001,Lichtenwörth_32318,32318,AT122
1867,32319001,Markt Piesting_32319000A,32319,AT122
1868,32319002,Markt Piesting_32319000B,32319,AT122
1869,32319003,Markt Piesting_32319001,32319,AT122
1870,32320001,Matzendorf-Hölles_32320,32320,AT122
1871,32321001,Miesenbach_32321,32321,AT122
1872,32322001,Muggendorf_32322,32322,AT122
1873,32323001,Pernitz_32323001A,32323,AT122
1874,32323002,Pernitz_32323AA,32323,AT122
1875,32323003,Pernitz_32323AB,32323,AT122
1876,32324001,Rohr im Gebirge_32324,32324,AT122
1877,32325001,Bromberg_32325,32325,AT122
1878,32326001,Schwarzenbach_32326,32326,AT122
1879,32327001,Sollenau_32327001,32327,AT122
1880,32327002,Sollenau_32327AA,32327,AT122
1881,32330001,Theresienfeld_32330000A,32330,AT122
1882,32330002,Theresienfeld_32330000B,32330,AT122
1883,32331001,Waidmannsfeld_32331,32331,AT122
1884,32332001,Waldegg_32332000A,32332,AT122
1885,32332002,Waldegg_32332000B,32332,AT122
1886,32332003,Waldegg_32332001A,32332,AT122
1887,32332004,Waldegg_32332001B,32332,AT122
1888,32332005,Waldegg_32332003A,32332,AT122
1889,32332006,Waldegg_32332003B,32332,AT122
1890,32332007,Waldegg_32332AA,32332,AT122
1891,32333001,Walpersbach_32333,32333,AT122
1892,32334001,Weikersdorf am Steinfelde_32334,32334,AT122
1893,32335001,Wiesmath_32335,32335,AT122
1894,32336001,Winzendorf-Muthmannsdorf_32336000A,32336,AT122
1895,32336002,Winzendorf-Muthmannsdorf_32336000B,32336,AT122
1896,32336003,Winzendorf-Muthmannsdorf_32336001,32336,AT122
1897,32337001,Wöllersdorf-Steinabrückl_32337000A,32337,AT122
1898,32337002,Wöllersdorf-Steinabrückl_32337000B,32337,AT122
1899,32337003,Wöllersdorf-Steinabrückl_32337001,32337,AT122
1900,32337004,Wöllersdorf-Steinabrückl_32337002,32337,AT122
1901,32338001,Zillingdorf_32338,32338,AT122
1902,32501001,Allentsteig_32501,32501,AT124
1903,32502001,Arbesbach_32502,32502,AT124
1904,32503001,Bärnkopf_32503,32503,AT124
1905,32504001,Echsenbach_32504,32504,AT124
1906,32505001,Göpfritz an der Wild_32505,32505,AT124
1907,32505901,P+R Göpfritz an der Wild Bahnhof,32505,AT124
1908,32506001,Grafenschlag_32506,32506,AT124
1909,32508001,Groß Gerungs_32508AA,32508,AT124
1910,32508002,Groß Gerungs_32508AB,32508,AT124
1911,32508003,Groß Gerungs_32508AC,32508,AT124
1912,32509001,Großgöttfritz_32509,32509,AT124
1913,32511001,Gutenbrunn_32511,32511,AT124
1914,32514001,Kirchschlag_32514,32514,AT124
1915,32515001,Kottes-Purk_32515,32515,AT124
1916,32516001,Langschlag_32516,32516,AT124
1917,32517001,Martinsberg_32517,32517,AT124
1918,32518001,Ottenschlag_32518,32518,AT124
1919,32519001,Altmelon_32519,32519,AT124
1920,32520001,Pölla_32520,32520,AT124
1921,32521001,Rappottenstein_32521,32521,AT124
1922,32522001,Sallingberg_32522,32522,AT124
1923,32523001,Schönbach_32523,32523,AT124
1924,32524001,Schwarzenau_32524,32524,AT124
1925,32525001,Schweiggers_32525,32525,AT124
1926,32528001,Bad Traunstein_32528,32528,AT124
1927,32529001,Waldhausen_32529,32529,AT124
1928,32530001,Zwettl-Niederösterreich_32530004,32530,AT124
1929,32530002,Zwettl-Niederösterreich_32530100,32530,AT124
1930,32530003,Zwettl-Niederösterreich_32530AA,32530,AT124
1931,32530004,Zwettl-Niederösterreich_32530AB,32530,AT124
1932,32530005,Zwettl-Niederösterreich_32530AC,32530,AT124
1933,32530006,Zwettl-Niederösterreich_32530AD,32530,AT124
1934,32530007,Zwettl-Niederösterreich_32530AE,32530,AT124
1935,40101001,Linz_40101005,40101,AT312
1936,40101002,Linz_40101023A,40101,AT312
1937,40101003,Linz_40101025,40101,AT312
1938,40101004,Linz_40101026,40101,AT312
1939,40101005,Linz_40101040A,40101,AT312
1940,40101006,Linz_40101051A,40101,AT312
1941,40101007,Linz_40101051B,40101,AT312
1942,40101008,Linz_40101060,40101,AT312
1943,40101009,Linz_40101063,40101,AT312
1944,40101010,Linz_40101066,40101,AT312
1945,40101011,Linz_40101080,40101,AT312
1946,40101012,Linz_40101081,40101,AT312
1947,40101013,Linz_40101082A,40101,AT312
1948,40101014,Linz_40101084,40101,AT312
1949,40101015,Linz_40101090A,40101,AT312
1950,40101016,Linz_40101120,40101,AT312
1951,40101017,Linz_40101204A,40101,AT312
1952,40101018,Linz_40101245,40101,AT312
1953,40101019,Linz_40101270,40101,AT312
1954,40101020,Linz_40101281,40101,AT312
1955,40101021,Linz_40101282,40101,AT312
1956,40101022,Linz_40101283,40101,AT312
1957,40101023,Linz_40101300,40101,AT312
1958,40101024,Linz_40101301,40101,AT312
1959,40101025,Linz_40101303,40101,AT312
1960,40101026,Linz_40101321A,40101,AT312
1961,40101027,Linz_40101380,40101,AT312
1962,40101028,Linz_40101381,40101,AT312
1963,40101029,Linz_40101420,40101,AT312
1964,40101030,Linz_40101443A,40101,AT312
1965,40101031,Linz_40101444,40101,AT312
1966,40101032,Linz_40101483A,40101,AT312
1967,40101033,Linz_40101483B,40101,AT312
1968,40101034,Linz_40101486A,40101,AT312
1969,40101035,Linz_40101508,40101,AT312
1970,40101036,Linz_40101509,40101,AT312
1971,40101037,Linz_40101520,40101,AT312
1972,40101038,Linz_40101686,40101,AT312
1973,40101039,Linz_40101700A,40101,AT312
1974,40101040,Linz_40101AA,40101,AT312
1975,40101041,Linz_40101AB,40101,AT312
1976,40101042,Linz_40101AC,40101,AT312
1977,40101043,Linz_40101AD,40101,AT312
1978,40101044,Linz_40101AE,40101,AT312
1979,40101045,Linz_40101AF,40101,AT312
1980,40101046,Linz_40101AG,40101,AT312
1981,40101047,Linz_40101AH,40101,AT312
1982,40101048,Linz_40101AI,40101,AT312
1983,40101049,Linz_40101AJ,40101,AT312
1984,40101050,Linz_40101AK,40101,AT312
1985,40101051,Linz_40101AL,40101,AT312
1986,40101052,Linz_40101AM,40101,AT312
1987,40101053,Linz_40101AN,40101,AT312
1988,40101054,Linz_40101AO,40101,AT312
1989,40101055,Linz_40101AP,40101,AT312
1990,40101056,Linz_40101AQ,40101,AT312
1991,40101057,Linz_40101AR,40101,AT312
1992,40101058,Linz_40101AS,40101,AT312
1993,40101059,Linz_40101AT,40101,AT312
1994,40101060,Linz_40101AU,40101,AT312
1995,40101061,Linz_40101AV,40101,AT312
1996,40101062,Linz_40101AW,40101,AT312
1997,40101063,Linz_40101AX,40101,AT312
1998,40101064,Linz_40101AY,40101,AT312
1999,40101065,Linz_40101AZ,40101,AT312
2000,40101066,Linz_40101BA,40101,AT312
2001,40101067,Linz_40101BB,40101,AT312
2002,40101068,Linz_40101BC,40101,AT312
2003,40101069,Linz_40101BD,40101,AT312
2004,40101070,Linz_40101BE,40101,AT312
2005,40101071,Linz_40101BF,40101,AT312
2006,40101072,Linz_40101BG,40101,AT312
2007,40101073,Linz_40101BH,40101,AT312
2008,40101074,Linz_40101BI,40101,AT312
2009,40101075,Linz_40101BJ,40101,AT312
2010,40101076,Linz_40101BK,40101,AT312
2011,40101077,Linz_40101BL,40101,AT312
2012,40101078,Linz_40101BM,40101,AT312
2013,40101079,Linz_40101BN,40101,AT312
2014,40101080,Linz_40101BO,40101,AT312
2015,40101081,Linz_40101BP,40101,AT312
2016,40101082,Linz_40101BQ,40101,AT312
2017,40101083,Linz_40101BR,40101,AT312
2018,40101084,Linz_40101BS,40101,AT312
2019,40101085,Linz_40101BT,40101,AT312
2020,40101086,Linz_40101BU,40101,AT312
2021,40101087,Linz_40101BV,40101,AT312
2022,40101088,Linz_40101BW,40101,AT312
2023,40101089,Linz_40101BX,40101,AT312
2024,40101090,Linz_40101BY,40101,AT312
2025,40101091,Linz_40101BZ,40101,AT312
2026,40101092,Linz_40101CA,40101,AT312
2027,40101093,Linz_40101CB,40101,AT312
2028,40101094,Linz_40101CC,40101,AT312
2029,40101095,Linz_40101CD,40101,AT312
2030,40101096,Linz_40101CE,40101,AT312
2031,40101097,Linz_40101CF,40101,AT312
2032,40101098,Linz_40101CG,40101,AT312
2033,40101099,Linz_40101CH,40101,AT312
2034,40101100,Linz_40101CI,40101,AT312
2035,40101101,Linz_40101CJ,40101,AT312
2036,40101102,Linz_40101CK,40101,AT312
2037,40101103,Linz_40101CL,40101,AT312
2038,40101104,Linz_40101CM,40101,AT312
2039,40101105,Linz_40101CN,40101,AT312
2040,40101106,Linz_40101CO,40101,AT312
2041,40101107,Linz_40101CP,40101,AT312
2042,40101108,Linz_40101CQ,40101,AT312
2043,40101109,Linz_40101CR,40101,AT312
2044,40101110,Linz_40101CS,40101,AT312
2045,40101111,Linz_40101CT,40101,AT312
2046,40101112,Linz_40101CU,40101,AT312
2047,40101901,P+R Linz/Donau Hauptbahnhof,40101,AT312
2048,40201001,Steyr_40201002,40201,AT314
2049,40201002,Steyr_40201041A,40201,AT314
2050,40201003,Steyr_40201041B,40201,AT314
2051,40201004,Steyr_40201068,40201,AT314
2052,40201005,Steyr_40201081,40201,AT314
2053,40201006,Steyr_40201083,40201,AT314
2054,40201007,Steyr_40201208A,40201,AT314
2055,40201008,Steyr_40201208B,40201,AT314
2056,40201009,Steyr_40201AA,40201,AT314
2057,40201010,Steyr_40201AB,40201,AT314
2058,40201011,Steyr_40201AC,40201,AT314
2059,40201012,Steyr_40201AD,40201,AT314
2060,40201013,Steyr_40201AE,40201,AT314
2061,40201014,Steyr_40201AF,40201,AT314
2062,40201015,Steyr_40201AG,40201,AT314
2063,40201016,Steyr_40201AH,40201,AT314
2064,40201017,Steyr_40201AI,40201,AT314
2065,40201018,Steyr_40201AJ,40201,AT314
2066,40201019,Steyr_40201AK,40201,AT314
2067,40201020,Steyr_40201AL,40201,AT314
2068,40201021,Steyr_40201AM,40201,AT314
2069,40201022,Steyr_40201AN,40201,AT314
2070,40201023,Steyr_40201AO,40201,AT314
2071,40201024,Steyr_40201AP,40201,AT314
2072,40201901,P+R Steyr Bahnhof,40201,AT314
2073,40301001,Wels_40301002A,40301,AT312
