,0,1,gemeinde_code,NUTS-3 region
2074,40301002,Wels_40301021,40301,AT312
2075,40301003,Wels_40301026A,40301,AT312
2076,40301004,Wels_40301026B,40301,AT312
2077,40301005,Wels_40301029,40301,AT312
2078,40301006,Wels_40301042,40301,AT312
2079,40301007,Wels_40301044A,40301,AT312
2080,40301008,Wels_40301044B,40301,AT312
2081,40301009,Wels_40301060,40301,AT312
2082,40301010,Wels_40301062,40301,AT312
2083,40301011,Wels_40301063,40301,AT312
2084,40301012,Wels_40301064,40301,AT312
2085,40301013,Wels_40301065,40301,AT312
2086,40301014,Wels_40301066,40301,AT312
2087,40301015,Wels_40301068A,40301,AT312
2088,40301016,Wels_40301068B,40301,AT312
2089,40301017,Wels_40301081,40301,AT312
2090,40301018,Wels_40301083A,40301,AT312
2091,40301019,Wels_40301084,40301,AT312
2092,40301020,Wels_40301160,40301,AT312
2093,40301021,Wels_40301AA,40301,AT312
2094,40301022,Wels_40301AB,40301,AT312
2095,40301023,Wels_40301AC,40301,AT312
2096,40301024,Wels_40301AD,40301,AT312
2097,40301025,Wels_40301AE,40301,AT312
2098,40301026,Wels_40301AF,40301,AT312
2099,40301027,Wels_40301AG,40301,AT312
2100,40301028,Wels_40301AH,40301,AT312
2101,40301029,Wels_40301AI,40301,AT312
2102,40301030,Wels_40301AJ,40301,AT312
2103,40301031,Wels_40301AK,40301,AT312
2104,40301032,Wels_40301AL,40301,AT312
2105,40301033,Wels_40301AM,40301,AT312
2106,40301034,Wels_40301AN,40301,AT312
2107,40301035,Wels_40301AO,40301,AT312
2108,40301036,Wels_40301AP,40301,AT312
2109,40301037,Wels_40301AQ,40301,AT312
2110,40301038,Wels_40301AR,40301,AT312
2111,40301039,Wels_40301AS,40301,AT312
2112,40301040,Wels_40301AT,40301,AT312
2113,40301041,Wels_40301AU,40301,AT312
2114,40301901,P+R Wels (OÖ) Hauptbahnhof,40301,AT312
2115,40401001,Altheim_40401AA,40401,AT311
2116,40401002,Altheim_40401AB,40401,AT311
2117,40402001,Aspach_40402,40402,AT311
2118,40403001,Auerbach_40403,40403,AT311
2119,40404001,Braunau am Inn_40404000A,40404,AT311
2120,40404002,Braunau am Inn_40404011A,40404,AT311
2121,40404003,Braunau am Inn_40404011B,40404,AT311
2122,40404004,Braunau am Inn_40404014,40404,AT311
2123,40404005,Braunau am Inn_40404033,40404,AT311
2124,40404006,Braunau am Inn_40404040A,40404,AT311
2125,40404007,Braunau am Inn_40404040B,40404,AT311
2126,40404008,Braunau am Inn_40404053,40404,AT311
2127,40404009,Braunau am Inn_40404AA,40404,AT311
2128,40404010,Braunau am Inn_40404AB,40404,AT311
2129,40404011,Braunau am Inn_40404AC,40404,AT311
2130,40404012,Braunau am Inn_40404AD,40404,AT311
2131,40404013,Braunau am Inn_40404AE,40404,AT311
2132,40404014,Braunau am Inn_40404AF,40404,AT311
2133,40405001,Burgkirchen_40405,40405,AT311
2134,40406001,Eggelsberg_40406,40406,AT311
2135,40407001,Feldkirchen bei Mattighofen_40407,40407,AT311
2136,40408001,Franking_40408,40408,AT311
2137,40409001,Geretsberg_40409,40409,AT311
2138,40410001,Gilgenberg am Weilhart_40410,40410,AT311
2139,40411001,Haigermoos_40411,40411,AT311
2140,40412001,Handenberg_40412,40412,AT311
2141,40413001,Helpfau-Uttendorf_40413,40413,AT311
2142,40414001,Hochburg-Ach_40414,40414,AT311
2143,40415001,Höhnhart_40415,40415,AT311
2144,40416001,Jeging_40416,40416,AT311
2145,40417001,Kirchberg bei Mattighofen_40417,40417,AT311
2146,40418001,Lengau_40418AA,40418,AT311
2147,40418002,Lengau_40418AB,40418,AT311
2148,40418003,Lengau_40418AC,40418,AT311
2149,40419001,Lochen am See_40419,40419,AT311
2150,40420001,Maria Schmolln_40420,40420,AT311
2151,40421001,Mattighofen_40421001A,40421,AT311
2152,40421002,Mattighofen_40421002A,40421,AT311
2153,40421003,Mattighofen_40421002B,40421,AT311
2154,40421004,Mattighofen_40421002C,40421,AT311
2155,40421005,Mattighofen_40421AA,40421,AT311
2156,40421006,Mattighofen_40421AB,40421,AT311
2157,40421007,Mattighofen_40421AC,40421,AT311
2158,40422001,Mauerkirchen_40422,40422,AT311
2159,40423001,Mining_40423,40423,AT311
2160,40424001,Moosbach_40424,40424,AT311
2161,40425001,Moosdorf_40425,40425,AT311
2162,40426001,Munderfing_40426001A,40426,AT311
2163,40426002,Munderfing_40426AA,40426,AT311
2164,40427001,Neukirchen an der Enknach_40427,40427,AT311
2165,40428001,Ostermiething_40428001A,40428,AT311
2166,40428002,Ostermiething_40428AA,40428,AT311
2167,40429001,Palting_40429,40429,AT311
2168,40430001,Perwang am Grabensee_40430,40430,AT311
2169,40431001,Pfaffstätt_40431,40431,AT311
2170,40432001,Pischelsdorf am Engelbach_40432,40432,AT311
2171,40433001,Polling im Innkreis_40433,40433,AT311
2172,40434001,Roßbach_40434,40434,AT311
2173,40435001,St. Georgen am Fillmannsbach_40435,40435,AT311
2174,40436001,St. Johann am Walde_40436,40436,AT311
2175,40437001,St. Pantaleon_40437000A,40437,AT311
2176,40437002,St. Pantaleon_40437000B,40437,AT311
2177,40437003,St. Pantaleon_40437001A,40437,AT311
2178,40437004,St. Pantaleon_40437001B,40437,AT311
2179,40437005,St. Pantaleon_40437001C,40437,AT311
2180,40437006,St. Pantaleon_40437001D,40437,AT311
2181,40438001,St. Peter am Hart_40438,40438,AT311
2182,40439001,St. Radegund_40439,40439,AT311
2183,40440001,St. Veit im Innkreis_40440,40440,AT311
2184,40441001,Schalchen_40441,40441,AT311
2185,40442001,Schwand im Innkreis_40442,40442,AT311
2186,40443001,Tarsdorf_40443,40443,AT311
2187,40444001,Treubach_40444,40444,AT311
2188,40445001,Überackern_40445,40445,AT311
2189,40446001,Weng im Innkreis_40446,40446,AT311
2190,40501001,Alkoven_40501000A,40501,AT312
2191,40501002,Alkoven_40501001A,40501,AT312
2192,40501003,Alkoven_40501003A,40501,AT312
2193,40501004,Alkoven_40501AA,40501,AT312
2194,40501005,Alkoven_40501AB,40501,AT312
2195,40502001,Aschach an der Donau_40502,40502,AT312
2196,40503001,Eferding_40503004A,40503,AT312
2197,40503002,Eferding_40503AA,40503,AT312
2198,40503003,Eferding_40503AB,40503,AT312
2199,40504001,Fraham_40504000A,40504,AT312
2200,40504002,Fraham_40504000B,40504,AT312
2201,40504003,Fraham_40504000C,40504,AT312
2202,40504004,Fraham_40504000D,40504,AT312
2203,40505001,Haibach ob der Donau_40505,40505,AT312
2204,40506001,Hartkirchen_40506001,40506,AT312
2205,40506002,Hartkirchen_40506AA,40506,AT312
2206,40507001,Hinzenbach_40507000A,40507,AT312
2207,40507002,Hinzenbach_40507000B,40507,AT312
2208,40507003,Hinzenbach_40507000C,40507,AT312
2209,40507004,Hinzenbach_40507000D,40507,AT312
2210,40507005,Hinzenbach_40507000E,40507,AT312
2211,40508001,Prambachkirchen_40508000,40508,AT312
2212,40508002,Prambachkirchen_40508001A,40508,AT312
2213,40508003,Prambachkirchen_40508001B,40508,AT312
2214,40509001,Pupping_40509,40509,AT312
2215,40510001,St. Marienkirchen an der Polsenz_40510,40510,AT312
2216,40511001,Scharten_40511000A,40511,AT312
2217,40511002,Scharten_40511000B,40511,AT312
2218,40512001,Stroheim_40512,40512,AT312
2219,40601001,Freistadt_40601000,40601,AT313
2220,40601002,Freistadt_40601001,40601,AT313
2221,40601003,Freistadt_40601002,40601,AT313
2222,40601004,Freistadt_40601003A,40601,AT313
2223,40601005,Freistadt_40601003B,40601,AT313
2224,40601006,Freistadt_40601004,40601,AT313
2225,40602001,Grünbach_40602,40602,AT313
2226,40603001,Gutau_40603,40603,AT313
2227,40604001,Hagenberg im Mühlkreis_40604000A,40604,AT313
2228,40604002,Hagenberg im Mühlkreis_40604000B,40604,AT313
2229,40605001,Hirschbach im Mühlkreis_40605,40605,AT313
2230,40606001,Kaltenberg_40606,40606,AT313
2231,40607001,Kefermarkt_40607,40607,AT313
2232,40608001,Königswiesen_40608002,40608,AT313
2233,40608002,Königswiesen_40608AA,40608,AT313
2234,40609001,Lasberg_40609,40609,AT313
2235,40610001,Leopoldschlag_40610,40610,AT313
2236,40611001,Liebenau_40611,40611,AT313
2237,40612001,Neumarkt im Mühlkreis_40612,40612,AT313
2238,40613001,Pierbach_40613,40613,AT313
2239,40614001,Pregarten_40614000,40614,AT313
2240,40614002,Pregarten_40614001,40614,AT313
2241,40614003,Pregarten_40614002,40614,AT313
2242,40614901,P+R Pregarten Bahnhof,40614,AT313
2243,40615001,Rainbach im Mühlkreis_40615,40615,AT313
2244,40616001,Sandl_40616,40616,AT313
2245,40617001,St. Leonhard bei Freistadt_40617,40617,AT313
2246,40618001,St. Oswald bei Freistadt_40618AA,40618,AT313
2247,40618002,St. Oswald bei Freistadt_40618AB,40618,AT313
2248,40619001,Schönau im Mühlkreis_40619,40619,AT313
2249,40620001,Tragwein_40620,40620,AT313
2250,40621001,Unterweißenbach_40621,40621,AT313
2251,40622001,Unterweitersdorf_40622,40622,AT313
2252,40623001,Waldburg_40623,40623,AT313
2253,40624001,Wartberg ob der Aist_40624000,40624,AT313
2254,40624002,Wartberg ob der Aist_40624001,40624,AT313
2255,40625001,Weitersfelden_40625,40625,AT313
2256,40626001,Windhaag bei Freistadt_40626,40626,AT313
2257,40627001,Bad Zell_40627AA,40627,AT313
2258,40627002,Bad Zell_40627AB,40627,AT313
2259,40627003,Bad Zell_40627AC,40627,AT313
2260,40701001,Altmünster_40701000,40701,AT315
2261,40701002,Altmünster_40701002,40701,AT315
2262,40701003,Altmünster_40701003,40701,AT315
2263,40701004,Altmünster_40701AA,40701,AT315
2264,40701005,Altmünster_40701AB,40701,AT315
2265,40701006,Altmünster_40701AC,40701,AT315
2266,40702001,Bad Goisern am Hallstättersee_40702000,40702,AT315
2267,40702002,Bad Goisern am Hallstättersee_40702003,40702,AT315
2268,40702003,Bad Goisern am Hallstättersee_40702AA,40702,AT315
2269,40702004,Bad Goisern am Hallstättersee_40702AB,40702,AT315
2270,40703001,Bad Ischl_40703000A,40703,AT315
2271,40703002,Bad Ischl_40703000B,40703,AT315
2272,40703003,Bad Ischl_40703010,40703,AT315
2273,40703004,Bad Ischl_40703011A,40703,AT315
2274,40703005,Bad Ischl_40703012,40703,AT315
2275,40703006,Bad Ischl_40703013,40703,AT315
2276,40703007,Bad Ischl_40703014,40703,AT315
2277,40703008,Bad Ischl_40703AA,40703,AT315
2278,40703009,Bad Ischl_40703AB,40703,AT315
2279,40703010,Bad Ischl_40703AC,40703,AT315
2280,40704001,Ebensee am Traunsee_40704008A,40704,AT315
2281,40704002,Ebensee am Traunsee_40704008B,40704,AT315
2282,40704003,Ebensee am Traunsee_40704008C,40704,AT315
2283,40704004,Ebensee am Traunsee_40704009,40704,AT315
2284,40704005,Ebensee am Traunsee_40704AA,40704,AT315
2285,40704006,Ebensee am Traunsee_40704AB,40704,AT315
2286,40704007,Ebensee am Traunsee_40704AC,40704,AT315
2287,40705001,Gmunden_40705000,40705,AT315
2288,40705002,Gmunden_40705011,40705,AT315
2289,40705003,Gmunden_40705020,40705,AT315
2290,40705004,Gmunden_40705022,40705,AT315
2291,40705005,Gmunden_40705023,40705,AT315
2292,40705006,Gmunden_40705025,40705,AT315
2293,40705007,Gmunden_40705AA,40705,AT315
2294,40705008,Gmunden_40705AB,40705,AT315
2295,40705009,Gmunden_40705AC,40705,AT315
2296,40705010,Gmunden_40705AD,40705,AT315
2297,40705011,Gmunden_40705AE,40705,AT315
2298,40705012,Gmunden_40705AF,40705,AT315
2299,40705901,P+R Gmunden Bahnhof,40705,AT315
2300,40706001,Gosau_40706,40706,AT315
2301,40707001,Grünau im Almtal_40707,40707,AT315
2302,40708001,Gschwandt_40708000A,40708,AT315
2303,40708002,Gschwandt_40708000B,40708,AT315
2304,40708003,Gschwandt_40708000C,40708,AT315
2305,40708004,Gschwandt_40708001A,40708,AT315
2306,40708005,Gschwandt_40708AA,40708,AT315
2307,40708006,Gschwandt_40708AB,40708,AT315
2308,40709001,Hallstatt_40709,40709,AT315
2309,40710001,Kirchham_40710000A,40710,AT315
2310,40710002,Kirchham_40710000B,40710,AT315
2311,40710003,Kirchham_40710000C,40710,AT315
2312,40710004,Kirchham_40710000D,40710,AT315
2313,40711001,Laakirchen_40711000A,40711,AT315
2314,40711002,Laakirchen_40711001,40711,AT315
2315,40711003,Laakirchen_40711002,40711,AT315
2316,40711004,Laakirchen_40711003,40711,AT315
2317,40711005,Laakirchen_40711004A,40711,AT315
2318,40711006,Laakirchen_40711004B,40711,AT315
2319,40711007,Laakirchen_40711AA,40711,AT315
2320,40711008,Laakirchen_40711AB,40711,AT315
2321,40712001,Obertraun_40712000A,40712,AT315
2322,40712002,Obertraun_40712000B,40712,AT315
2323,40713001,Ohlsdorf_40713002,40713,AT315
2324,40713002,Ohlsdorf_40713AA,40713,AT315
2325,40714001,Pinsdorf_40714001,40714,AT315
2326,40714002,Pinsdorf_40714AA,40714,AT315
2327,40715001,Roitham am Traunfall_40715,40715,AT315
2328,40716001,St. Konrad_40716,40716,AT315
2329,40717001,St. Wolfgang im Salzkammergut_40717,40717,AT315
2330,40718001,Traunkirchen_40718000A,40718,AT315
2331,40718002,Traunkirchen_40718000B,40718,AT315
2332,40719001,Scharnstein_40719000,40719,AT315
2333,40719002,Scharnstein_40719003A,40719,AT315
2334,40719003,Scharnstein_40719003B,40719,AT315
2335,40719004,Scharnstein_40719AA,40719,AT315
2336,40720001,Vorchdorf_40720000A,40720,AT315
2337,40720002,Vorchdorf_40720000B,40720,AT315
2338,40720003,Vorchdorf_40720001,40720,AT315
2339,40720004,Vorchdorf_40720002,40720,AT315
2340,40720005,Vorchdorf_40720003A,40720,AT315
2341,40720006,Vorchdorf_40720003B,40720,AT315
2342,40720007,Vorchdorf_40720003C,40720,AT315
2343,40720008,Vorchdorf_40720003D,40720,AT315
2344,40720009,Vorchdorf_40720003E,40720,AT315
2345,40720010,Vorchdorf_40720AA,40720,AT315
2346,40801001,Aistersheim_40801,40801,AT311
2347,40802001,Bad Schallerbach_40802AA,40802,AT311
2348,40802002,Bad Schallerbach_40802AB,40802,AT311
2349,40802901,P+R Bad Schallerbach -Wallern Bahnhof,40802,AT311
2350,40804001,Eschenau im Hausruckkreis_40804,40804,AT311
2351,40805001,Gallspach_40805,40805,AT311
2352,40806001,Gaspoltshofen_40806002,40806,AT311
2353,40806002,Gaspoltshofen_40806AA,40806,AT311
2354,40807001,Geboltskirchen_40807,40807,AT311
2355,40808001,Grieskirchen_40808000,40808,AT311
2356,40808002,Grieskirchen_40808001A,40808,AT311
2357,40808003,Grieskirchen_40808001B,40808,AT311
2358,40808004,Grieskirchen_40808001C,40808,AT311
2359,40808005,Grieskirchen_40808003A,40808,AT311
2360,40808006,Grieskirchen_40808AA,40808,AT311
2361,40808901,P+R Grieskirchen-Gallspach Bahnhof,40808,AT311
2362,40809001,Haag am Hausruck_40809AA,40809,AT311
2363,40809002,Haag am Hausruck_40809AB,40809,AT311
2364,40809003,Haag am Hausruck_40809AC,40809,AT311
2365,40810001,Heiligenberg_40810,40810,AT311
2366,40811001,Hofkirchen an der Trattnach_40811,40811,AT311
2367,40812001,Kallham_40812,40812,AT311
2368,40813001,Kematen am Innbach_40813,40813,AT311
2369,40814001,Meggenhofen_40814,40814,AT311
2370,40815001,Michaelnbach_40815,40815,AT311
2371,40816001,Natternbach_40816,40816,AT311
2372,40817001,Neukirchen am Walde_40817,40817,AT311
2373,40818001,Neumarkt im Hausruckkreis_40818000A,40818,AT311
2374,40818002,Neumarkt im Hausruckkreis_40818000B,40818,AT311
2375,40818901,P+R Neumarkt-Kallham Bahnhof,40818,AT311
2376,40820001,Pötting_40820000A,40820,AT311
2377,40820002,Pötting_40820000B,40820,AT311
2378,40820003,Pötting_40820000C,40820,AT311
2379,40821001,Pollham_40821,40821,AT311
2380,40822001,Pram_40822,40822,AT311
2381,40823001,Rottenbach_40823,40823,AT311
2382,40824001,St. Agatha_40824,40824,AT311
2383,40825001,St. Georgen bei Grieskirchen_40825,40825,AT311
2384,40826001,St. Thomas_40826,40826,AT311
2385,40827001,Schlüßlberg_40827,40827,AT311
2386,40828001,Steegen_40828,40828,AT311
2387,40829001,Taufkirchen an der Trattnach_40829,40829,AT311
2388,40830001,Tollet_40830,40830,AT311
2389,40831001,Waizenkirchen_40831000A,40831,AT311
2390,40831002,Waizenkirchen_40831000B,40831,AT311
2391,40831003,Waizenkirchen_40831001A,40831,AT311
2392,40831004,Waizenkirchen_40831001B,40831,AT311
2393,40831005,Waizenkirchen_40831001C,40831,AT311
2394,40831006,Waizenkirchen_40831002,40831,AT311
2395,40832001,Wallern an der Trattnach_40832,40832,AT311
2396,40833001,Weibern_40833,40833,AT311
2397,40834001,Wendling_40834,40834,AT311
2398,40835001,Peuerbach_40835000,40835,AT311
2399,40835002,Peuerbach_40835002A,40835,AT311
2400,40835003,Peuerbach_40835003,40835,AT311
2401,40835004,Peuerbach_40835AA,40835,AT311
2402,40901001,Edlbach_40901,40901,AT314
2403,40902001,Grünburg_40902002,40902,AT314
2404,40902002,Grünburg_40902AA,40902,AT314
2405,40903001,Hinterstoder_40903,40903,AT314
2406,40904001,Inzersdorf im Kremstal_40904,40904,AT314
2407,40905001,Kirchdorf an der Krems_40905000A,40905,AT314
2408,40905002,Kirchdorf an der Krems_40905001A,40905,AT314
2409,40905003,Kirchdorf an der Krems_40905002,40905,AT314
2410,40905004,Kirchdorf an der Krems_40905AA,40905,AT314
2411,40905005,Kirchdorf an der Krems_40905AB,40905,AT314
2412,40906001,Klaus an der Pyhrnbahn_40906000A,40906,AT314
2413,40906002,Klaus an der Pyhrnbahn_40906000B,40906,AT314
2414,40907001,Kremsmünster_40907002,40907,AT314
2415,40907002,Kremsmünster_40907003,40907,AT314
2416,40907003,Kremsmünster_40907005,40907,AT314
2417,40907004,Kremsmünster_40907AA,40907,AT314
2418,40908001,Micheldorf in Oberösterreich_40908000,40908,AT314
2419,40908002,Micheldorf in Oberösterreich_40908001,40908,AT314
2420,40908003,Micheldorf in Oberösterreich_40908002,40908,AT314
2421,40909001,Molln_40909000,40909,AT314
2422,40909002,Molln_40909AA,40909,AT314
2423,40910001,Nußbach_40910,40910,AT314
2424,40911001,Oberschlierbach_40911,40911,AT314
2425,40912001,Pettenbach_40912000,40912,AT314
2426,40912002,Pettenbach_40912001A,40912,AT314
2427,40912003,Pettenbach_40912001B,40912,AT314
2428,40912004,Pettenbach_40912002,40912,AT314
2429,40913001,Ried im Traunkreis_40913001A,40913,AT314
2430,40913002,Ried im Traunkreis_40913001B,40913,AT314
2431,40913003,Ried im Traunkreis_40913AA,40913,AT314
2432,40914001,Rosenau am Hengstpaß_40914,40914,AT314
2433,40915001,Roßleithen_40915,40915,AT314
2434,40916001,St. Pankraz_40916,40916,AT314
2435,40917001,Schlierbach_40917000,40917,AT314
2436,40917002,Schlierbach_40917001,40917,AT314
2437,40918001,Spital am Pyhrn_40918,40918,AT314
2438,40919001,Steinbach am Ziehberg_40919,40919,AT314
2439,40920001,Steinbach an der Steyr_40920,40920,AT314
2440,40921001,Vorderstoder_40921,40921,AT314
2441,40922001,Wartberg an der Krems_40922,40922,AT314
2442,40923001,Windischgarsten_40923,40923,AT314
2443,41001001,Allhaming_41001,41001,AT312
2444,41002001,Ansfelden_41002001A,41002,AT312
2445,41002002,Ansfelden_41002001B,41002,AT312
2446,41002003,Ansfelden_41002005,41002,AT312
2447,41002004,Ansfelden_41002006,41002,AT312
2448,41002005,Ansfelden_41002AA,41002,AT312
2449,41002006,Ansfelden_41002AB,41002,AT312
2450,41002007,Ansfelden_41002AC,41002,AT312
2451,41002008,Ansfelden_41002AD,41002,AT312
2452,41002009,Ansfelden_41002AE,41002,AT312
2453,41002010,Ansfelden_41002AF,41002,AT312
2454,41002901,P+R Ansfelden Bahnhof,41002,AT312
2455,41003001,Asten_41003000,41003,AT312
2456,41003002,Asten_41003001,41003,AT312
2457,41003003,Asten_41003AA,41003,AT312
2458,41003901,P+R Asten-Fisching Bahnhst,41003,AT312
2459,41004001,Eggendorf im Traunkreis_41004,41004,AT312
2460,41005001,Enns_41005004,41005,AT312
2461,41005002,Enns_41005005,41005,AT312
2462,41005003,Enns_41005007,41005,AT312
2463,41005004,Enns_41005AA,41005,AT312
2464,41005005,Enns_41005AB,41005,AT312
2465,41005006,Enns_41005AC,41005,AT312
2466,41005901,P+R Enns Bahnhof,41005,AT312
2467,41006001,Hargelsberg_41006,41006,AT312
2468,41007001,Hörsching_41007002A,41007,AT312
2469,41007002,Hörsching_41007002B,41007,AT312
2470,41007003,Hörsching_41007002C,41007,AT312
2471,41007004,Hörsching_41007002D,41007,AT312
2472,41007005,Hörsching_41007AA,41007,AT312
2473,41007006,Hörsching_41007AB,41007,AT312
2474,41007901,P+R Hörsching Bahnhof,41007,AT312
2475,41007999,FLUGHAFEN LNZ,41007,AT312
2476,41008001,Hofkirchen im Traunkreis_41008,41008,AT312
2477,41009001,Kematen an der Krems_41009,41009,AT312
2478,41010001,Kirchberg-Thening_41010,41010,AT312
2479,41011001,Kronstorf_41011,41011,AT312
2480,41012001,Leonding_41012000A,41012,AT312
2481,41012002,Leonding_41012020,41012,AT312
2482,41012003,Leonding_41012031A,41012,AT312
2483,41012004,Leonding_41012031B,41012,AT312
2484,41012005,Leonding_41012042A,41012,AT312
2485,41012006,Leonding_41012042B,41012,AT312
2486,41012007,Leonding_41012060,41012,AT312
2487,41012008,Leonding_41012061,41012,AT312
2488,41012009,Leonding_41012AA,41012,AT312
2489,41012010,Leonding_41012AB,41012,AT312
2490,41012011,Leonding_41012AC,41012,AT312
2491,41012012,Leonding_41012AD,41012,AT312
2492,41012013,Leonding_41012AE,41012,AT312
2493,41012014,Leonding_41012AF,41012,AT312
2494,41012015,Leonding_41012AG,41012,AT312
2495,41012016,Leonding_41012AH,41012,AT312
2496,41012017,Leonding_41012AI,41012,AT312
2497,41012018,Leonding_41012AJ,41012,AT312
2498,41013001,St. Florian_41013001A,41013,AT312
2499,41013002,St. Florian_41013001B,41013,AT312
2500,41013003,St. Florian_41013002,41013,AT312
2501,41013004,St. Florian_41013003A,41013,AT312
2502,41013005,St. Florian_41013003B,41013,AT312
2503,41013006,St. Florian_41013AA,41013,AT312
2504,41014001,Neuhofen an der Krems_41014002A,41014,AT312
2505,41014002,Neuhofen an der Krems_41014AA,41014,AT312
2506,41014003,Neuhofen an der Krems_41014AB,41014,AT312
2507,41014901,P+R Neuhofen an der Krems Bahnhof,41014,AT312
2508,41015001,Niederneukirchen_41015,41015,AT312
2509,41016001,Oftering_41016,41016,AT312
2510,41017001,Pasching_41017000A,41017,AT312
2511,41017002,Pasching_41017000B,41017,AT312
