;Unnamed: 0;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
59464;59464;40.0;AT221;DE1;(43, 42, 38, 24, 23, 22, 19, 12, 11);82.5;41.0;55.0;23.6;1.0;0.454;1.0;40.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 19, 12, 11);{43: 1.0};{11: 1.0};{43: {40.0: 1.0}};4546
59480;59480;56.0;AT221;DE1;(43, 42, 38, 24, 23, 22, 19, 12, 11);82.5;41.0;55.0;23.6;0.6;0.454;1.0;56.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 19, 12, 11);{43: 1.0};{11: 1.0};{43: {56.0: 1.0}};4547
59484;59484;60.0;AT221;DE1;(43, 42, 38, 24, 23, 22, 19, 12, 11);82.5;110.0;60.0;20.9;0.5;0.3873749999999999;1.0;60.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 19, 12, 11);{43: 1.0};{11: 1.0};{43: {60.0: 1.0}};4548
59496;59496;72.0;AT221;DE1;(43, 42, 38, 24, 23, 22, 19, 12, 11);82.5;110.0;60.0;20.9;0.6;0.3873749999999999;1.0;72.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 19, 12, 11);{43: 1.0};{11: 1.0};{43: {72.0: 1.0}};4549
59500;59500;76.0;AT221;DE1;(43, 42, 38, 24, 23, 22, 19, 12, 11);82.5;41.0;55.0;23.6;0.7;0.454;1.0;76.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 19, 12, 11);{43: 1.0};{11: 1.0};{43: {76.0: 1.0}};4550
59540;59540;20.0;AT221;AT311;(43, 42, 38, 24, 23, 22, 19, 12);82.5;41.0;55.0;23.6;0.7;0.454;1.0;20.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 19, 12);{43: 1.0};{12: 1.0};{43: {20.0: 1.0}};4551
59552;59552;32.0;AT221;AT311;(43, 42, 38, 24, 23, 22, 19, 12);82.5;110.0;60.0;20.9;0.4;0.3873749999999999;1.0;32.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 19, 12);{43: 1.0};{12: 1.0};{43: {32.0: 1.0}};4552
59556;59556;36.0;AT221;AT311;(43, 42, 38, 24, 23, 22, 19, 12);82.5;41.0;55.0;23.6;0.8999999999999999;0.454;3.0;36.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 19, 12);{43: 3.0};{12: 3.0};{43: {36.0: 3.0}};4553
59560;59560;40.0;AT221;AT311;(43, 42, 38, 24, 23, 22, 19, 12);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;3.0;40.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 19, 12);{43: 3.0};{12: 3.0};{43: {40.0: 3.0}};4554
59564;59564;44.0;AT221;AT311;(43, 42, 38, 24, 23, 22, 19, 12);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;1.0;44.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 19, 12);{43: 1.0};{12: 1.0};{43: {44.0: 1.0}};4555
59568;59568;48.0;AT221;AT311;(43, 42, 38, 24, 23, 22, 19, 12);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;2.0;48.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 19, 12);{43: 2.0};{12: 2.0};{43: {48.0: 2.0}};4556
59580;59580;60.0;AT221;AT311;(43, 42, 38, 24, 23, 22, 19, 12);82.5;41.0;55.0;23.6;1.1;0.454;1.0;60.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 19, 12);{43: 1.0};{12: 1.0};{43: {60.0: 1.0}};4557
59584;59584;64.0;AT221;AT311;(43, 42, 38, 24, 23, 22, 19, 12);82.5;110.0;60.0;20.9;0.5;0.3873749999999999;3.0;64.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 19, 12);{43: 3.0};{12: 3.0};{43: {64.0: 3.0}};4558
59592;59592;72.0;AT221;AT311;(43, 42, 38, 24, 23, 22, 19, 12);82.5;110.0;60.0;20.9;0.8999999999999999;0.3873749999999999;1.0;72.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 19, 12);{43: 1.0};{12: 1.0};{43: {72.0: 1.0}};4559
59596;59596;76.0;AT221;AT311;(43, 42, 38, 24, 23, 22, 19, 12);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;2.0;76.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 19, 12);{43: 2.0};{12: 2.0};{43: {76.0: 2.0}};4560
59600;59600;80.0;AT221;AT311;(43, 42, 38, 24, 23, 22, 19, 12);82.5;110.0;60.0;20.9;0.4;0.3873749999999999;1.0;80.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 19, 12);{43: 1.0};{12: 1.0};{43: {80.0: 1.0}};4561
59632;59632;16.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;1.0;16.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 1.0};{14: 1.0};{43: {16.0: 1.0}};4562
59636;59636;20.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;41.0;55.0;23.6;0.5;0.454;1.0;20.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 1.0};{14: 1.0};{43: {20.0: 1.0}};4563
59640;59640;24.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;0.4;0.3873749999999999;4.0;24.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 4.0};{14: 4.0};{43: {24.0: 4.0}};4564
59644;59644;28.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;41.0;55.0;23.6;0.7999999999999999;0.454;4.0;28.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 4.0};{14: 4.0};{43: {28.0: 4.0}};4565
59648;59648;32.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;0.5;0.3873749999999999;4.0;32.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 4.0};{14: 4.0};{43: {32.0: 4.0}};4566
59652;59652;36.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;6.0;36.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 6.0};{14: 6.0};{43: {36.0: 6.0}};4567
59656;59656;40.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;6.0;40.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 6.0};{14: 6.0};{43: {40.0: 6.0}};4568
59660;59660;44.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;0.4;0.3873749999999999;6.0;44.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 6.0};{14: 6.0};{43: {44.0: 6.0}};4569
59664;59664;48.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;0.5;0.3873749999999999;6.0;48.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 6.0};{14: 6.0};{43: {48.0: 6.0}};4570
59668;59668;52.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;0.8999999999999999;0.3873749999999999;4.0;52.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 4.0};{14: 4.0};{43: {52.0: 4.0}};4571
59672;59672;56.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;3.0;56.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 3.0};{14: 3.0};{43: {56.0: 3.0}};4572
59676;59676;60.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;0.6;0.3873749999999999;6.0;60.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 6.0};{14: 6.0};{43: {60.0: 6.0}};4573
59680;59680;64.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;41.0;55.0;23.6;0.5;0.454;3.0;64.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 3.0};{14: 3.0};{43: {64.0: 3.0}};4574
59684;59684;68.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;0.5;0.3873749999999999;5.0;68.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 5.0};{14: 5.0};{43: {68.0: 5.0}};4575
59688;59688;72.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;0.7;0.3873749999999999;2.0;72.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 2.0};{14: 2.0};{43: {72.0: 2.0}};4576
59692;59692;76.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;0.7;0.3873749999999999;6.0;76.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 6.0};{14: 6.0};{43: {76.0: 6.0}};4577
59700;59700;84.0;AT221;IT;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);82.5;110.0;60.0;20.9;0.8999999999999999;0.3873749999999999;1.0;84.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);{43: 1.0};{14: 1.0};{43: {84.0: 1.0}};4578
59732;59732;20.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;3.0;20.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 3.0};{15: 3.0};{43: {20.0: 3.0}};4579
59736;59736;24.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.7;0.3873749999999999;6.0;24.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 6.0};{15: 6.0};{43: {24.0: 6.0}};4580
59740;59740;28.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.4;0.3873749999999999;18.0;28.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 18.0};{15: 18.0};{43: {28.0: 18.0}};4581
59744;59744;32.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.6;0.3873749999999999;19.0;32.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 19.0};{15: 19.0};{43: {32.0: 19.0}};4582
59748;59748;36.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.5;0.3873749999999999;23.0;36.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 23.0};{15: 23.0};{43: {36.0: 23.0}};4583
59752;59752;40.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.4;0.3873749999999999;20.0;40.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 20.0};{15: 20.0};{43: {40.0: 20.0}};4584
59756;59756;44.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;18.0;44.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 18.0};{15: 18.0};{43: {44.0: 18.0}};4585
59760;59760;48.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.5;0.3873749999999999;15.0;48.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 15.0};{15: 15.0};{43: {48.0: 15.0}};4586
59764;59764;52.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.7;0.3873749999999999;11.0;52.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 11.0};{15: 11.0};{43: {52.0: 11.0}};4587
59768;59768;56.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.8999999999999999;0.3873749999999999;11.0;56.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 11.0};{15: 11.0};{43: {56.0: 11.0}};4588
59772;59772;60.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;23.0;60.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 23.0};{15: 23.0};{43: {60.0: 23.0}};4589
59776;59776;64.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;41.0;55.0;23.6;0.8999999999999999;0.454;14.0;64.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 14.0};{15: 14.0};{43: {64.0: 14.0}};4590
59780;59780;68.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.4;0.3873749999999999;15.0;68.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 15.0};{15: 15.0};{43: {68.0: 15.0}};4591
59784;59784;72.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;41.0;55.0;23.6;0.6;0.454;18.0;72.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 18.0};{15: 18.0};{43: {72.0: 18.0}};4592
59788;59788;76.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.5;0.3873749999999999;10.0;76.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 10.0};{15: 10.0};{43: {76.0: 10.0}};4593
59792;59792;80.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;4.0;80.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 4.0};{15: 4.0};{43: {80.0: 4.0}};4594
59796;59796;84.0;AT221;SL2;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;5.0;84.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);{43: 5.0};{15: 5.0};{43: {84.0: 5.0}};4595
59840;59840;32.0;AT221;AT314;(43, 42, 38, 24, 23);82.5;110.0;60.0;20.9;0.6;0.3873749999999999;1.0;32.0;110.0;60.0;0.209;(43, 42, 38, 24, 23);{43: 1.0};{23: 1.0};{43: {32.0: 1.0}};4596
59844;59844;36.0;AT221;AT314;(43, 42, 38, 24, 23);82.5;41.0;55.0;23.6;1.1;0.454;2.0;36.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23);{43: 2.0};{23: 2.0};{43: {36.0: 2.0}};4597
59868;59868;60.0;AT221;AT314;(43, 42, 38, 24, 23);82.5;110.0;60.0;20.9;0.7;0.3873749999999999;1.0;60.0;110.0;60.0;0.209;(43, 42, 38, 24, 23);{43: 1.0};{23: 1.0};{43: {60.0: 1.0}};4598
59872;59872;64.0;AT221;AT314;(43, 42, 38, 24, 23);82.5;110.0;60.0;20.9;0.4;0.3873749999999999;2.0;64.0;110.0;60.0;0.209;(43, 42, 38, 24, 23);{43: 2.0};{23: 2.0};{43: {64.0: 2.0}};4599
59876;59876;68.0;AT221;AT314;(43, 42, 38, 24, 23);82.5;110.0;60.0;20.9;0.6;0.3873749999999999;1.0;68.0;110.0;60.0;0.209;(43, 42, 38, 24, 23);{43: 1.0};{23: 1.0};{43: {68.0: 1.0}};4600
59888;59888;80.0;AT221;AT314;(43, 42, 38, 24, 23);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;1.0;80.0;110.0;60.0;0.209;(43, 42, 38, 24, 23);{43: 1.0};{23: 1.0};{43: {80.0: 1.0}};4601
59932;59932;28.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;0.6;0.3873749999999999;3.0;28.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 3.0};{24: 3.0};{43: {28.0: 3.0}};4602
59936;59936;32.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;0.5;0.3873749999999999;1.0;32.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 1.0};{24: 1.0};{43: {32.0: 1.0}};4603
59940;59940;36.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;0.7;0.3873749999999999;4.0;36.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 4.0};{24: 4.0};{43: {36.0: 4.0}};4604
59944;59944;40.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;2.0;40.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 2.0};{24: 2.0};{43: {40.0: 2.0}};4605
59948;59948;44.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;0.7;0.3873749999999999;7.0;44.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 7.0};{24: 7.0};{43: {44.0: 7.0}};4606
59952;59952;48.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;7.0;48.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 7.0};{24: 7.0};{43: {48.0: 7.0}};4607
59956;59956;52.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;0.6;0.3873749999999999;3.0;52.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 3.0};{24: 3.0};{43: {52.0: 3.0}};4608
59960;59960;56.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;2.0;56.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 2.0};{24: 2.0};{43: {56.0: 2.0}};4609
59964;59964;60.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;0.4;0.3873749999999999;4.0;60.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 4.0};{24: 4.0};{43: {60.0: 4.0}};4610
59968;59968;64.0;AT221;AT222;(43, 42, 38, 24);82.5;41.0;55.0;23.6;1.1;0.454;2.0;64.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24);{43: 2.0};{24: 2.0};{43: {64.0: 2.0}};4611
59972;59972;68.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;1.0;68.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 1.0};{24: 1.0};{43: {68.0: 1.0}};4612
59976;59976;72.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;0.8999999999999999;0.3873749999999999;6.0;72.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 6.0};{24: 6.0};{43: {72.0: 6.0}};4613
59980;59980;76.0;AT221;AT222;(43, 42, 38, 24);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;3.0;76.0;110.0;60.0;0.209;(43, 42, 38, 24);{43: 3.0};{24: 3.0};{43: {76.0: 3.0}};4614
59984;59984;80.0;AT221;AT222;(43, 42, 38, 24);82.5;41.0;55.0;23.6;0.7;0.454;4.0;80.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24);{43: 4.0};{24: 4.0};{43: {80.0: 4.0}};4615
60024;60024;24.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;110.0;60.0;20.9;0.7;0.3873749999999999;1.0;24.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 1.0};{26: 1.0};{43: {24.0: 1.0}};4616
60028;60028;28.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;2.0;28.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 2.0};{26: 2.0};{43: {28.0: 2.0}};4617
60032;60032;32.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;110.0;60.0;20.9;0.5;0.3873749999999999;5.0;32.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 5.0};{26: 5.0};{43: {32.0: 5.0}};4618
60036;60036;36.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;41.0;55.0;23.6;0.7;0.454;5.0;36.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 5.0};{26: 5.0};{43: {36.0: 5.0}};4619
60040;60040;40.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;41.0;55.0;23.6;0.7;0.454;2.0;40.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 2.0};{26: 2.0};{43: {40.0: 2.0}};4620
60044;60044;44.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;41.0;55.0;23.6;0.7999999999999999;0.454;3.0;44.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 3.0};{26: 3.0};{43: {44.0: 3.0}};4621
60048;60048;48.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;41.0;55.0;23.6;0.8999999999999999;0.454;2.0;48.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 2.0};{26: 2.0};{43: {48.0: 2.0}};4622
60052;60052;52.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;41.0;55.0;23.6;0.8999999999999999;0.454;4.0;52.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 4.0};{26: 4.0};{43: {52.0: 4.0}};4623
60056;60056;56.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;110.0;60.0;20.9;0.6;0.3873749999999999;3.0;56.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 3.0};{26: 3.0};{43: {56.0: 3.0}};4624
60064;60064;64.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;110.0;60.0;20.9;0.8999999999999999;0.3873749999999999;2.0;64.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 2.0};{26: 2.0};{43: {64.0: 2.0}};4625
60068;60068;68.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;41.0;55.0;23.6;0.6;0.454;3.0;68.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 3.0};{26: 3.0};{43: {68.0: 3.0}};4626
60072;60072;72.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;4.0;72.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 4.0};{26: 4.0};{43: {72.0: 4.0}};4627
60076;60076;76.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;41.0;55.0;23.6;0.6;0.454;2.0;76.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 2.0};{26: 2.0};{43: {76.0: 2.0}};4628
60080;60080;80.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;41.0;55.0;23.6;0.8999999999999999;0.454;8.0;80.0;41.0;55.0;0.23600000000000002;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 8.0};{26: 8.0};{43: {80.0: 8.0}};4629
60084;60084;84.0;AT221;AT312;(43, 42, 38, 24, 23, 22, 21, 25, 26);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;1.0;84.0;110.0;60.0;0.209;(43, 42, 38, 24, 23, 22, 21, 25, 26);{43: 1.0};{26: 1.0};{43: {84.0: 1.0}};4630
