start_timestep;route;fleet_size;charge_cap;batt_cap;d_spec;SOC_init;incoming;arriving;depart_time;len;fleet_id
16.0;(14, 15, 7, 6, 5, 3, 4, 2, 8, 9, 10, 21, 25, 26);94.0;250.0;100.0;0.15;0.8000000000000003;{14: 94.0};{26: 93.0, 6: 1.0};{14: {16.0: 2.0, 24.0: 60.0, 80.0: 32.0}};14;115
16.0;(26, 29, 30, 54, 58, 59, 70, 74, 87);153.0;250.0;100.0;0.15;1.0;{26: 153.0};{87: 153.0};{26: {16.0: 1.0, 20.0: 4.0, 24.0: 7.0, 28.0: 21.0, 32.0: 14.0, 36.0: 8.0, 40.0: 11.0, 44.0: 13.0, 48.0: 8.0, 52.0: 4.0, 56.0: 6.0, 60.0: 7.0, 64.0: 14.0, 68.0: 8.0, 72.0: 4.0, 76.0: 11.0, 80.0: 6.0, 84.0: 5.0, 88.0: 1.0}};9;116
16.0;(22, 21, 25, 29, 30, 54, 58, 59, 71, 73, 77);431.0;250.0;100.0;0.15;1.0;{22: 431.0};{77: 422.0, 58: 1.0, 29: 8.0};{22: {16.0: 11.0, 20.0: 3.0, 24.0: 12.0, 28.0: 18.0, 32.0: 15.0, 36.0: 8.0, 40.0: 11.0, 44.0: 16.0, 48.0: 16.0, 52.0: 9.0, 56.0: 8.0, 60.0: 8.0, 64.0: 8.0, 68.0: 21.0, 72.0: 11.0, 76.0: 198.0, 80.0: 5.0, 84.0: 53.0}};11;117
16.0;(76, 77, 79, 85, 89);1241.0;250.0;100.0;0.15;1.0;{76: 1241.0};{89: 1241.0};{76: {16.0: 4.0, 20.0: 12.0, 24.0: 73.0, 28.0: 107.0, 32.0: 128.0, 36.0: 88.0, 40.0: 104.0, 44.0: 80.0, 48.0: 86.0, 52.0: 64.0, 56.0: 61.0, 60.0: 83.0, 64.0: 79.0, 68.0: 86.0, 72.0: 66.0, 76.0: 61.0, 80.0: 30.0, 84.0: 18.0, 88.0: 8.0, 92.0: 3.0}};5;118
16.0;(59, 72, 85, 89);1649.0;250.0;100.0;0.15;1.0;{59: 1649.0};{89: 1649.0};{59: {16.0: 9.0, 20.0: 20.0, 24.0: 83.0, 28.0: 161.0, 32.0: 152.0, 36.0: 132.0, 40.0: 132.0, 44.0: 113.0, 48.0: 85.0, 52.0: 85.0, 56.0: 103.0, 60.0: 87.0, 64.0: 105.0, 68.0: 109.0, 72.0: 92.0, 76.0: 90.0, 80.0: 52.0, 84.0: 27.0, 88.0: 9.0, 92.0: 3.0}};4;119
16.0;(10, 21, 25, 29);3.0;250.0;100.0;0.15;0.3;{10: 3.0};{29: 3.0};{10: {16.0: 1.0, 88.0: 2.0}};4;120
16.0;(87, 81, 66, 65, 61, 48, 47);6.0;250.0;100.0;0.15;0.6;{87: 6.0};{47: 1.0, 48: 5.0};{87: {16.0: 6.0}};7;121
16.0;(45, 34, 33, 32, 18, 15);201.0;250.0;100.0;0.15;1.0;{45: 201.0};{15: 201.0};{45: {16.0: 1.0, 20.0: 4.0, 24.0: 7.0, 28.0: 21.0, 32.0: 14.0, 36.0: 19.0, 40.0: 17.0, 44.0: 12.0, 48.0: 10.0, 52.0: 10.0, 56.0: 14.0, 60.0: 12.0, 64.0: 14.0, 68.0: 14.0, 72.0: 15.0, 76.0: 6.0, 80.0: 6.0, 84.0: 3.0, 88.0: 2.0}};6;122
16.0;(59, 70, 64, 63, 61, 48);1.0;250.0;100.0;0.15;0.8000000000000003;{59: 1.0};{48: 1.0};{59: {16.0: 1.0}};6;123
16.0;(26, 25, 21, 10, 9, 8, 2, 3, 4, 5, 6, 7, 15);3452.0;250.0;100.0;0.15;1.0;{26: 3452.0};{15: 3443.0, 10: 9.0};{26: {16.0: 10.0, 24.0: 273.0, 28.0: 3.0, 32.0: 2.0, 36.0: 4.0, 40.0: 528.0, 44.0: 5.0, 48.0: 340.0, 52.0: 329.0, 56.0: 339.0, 60.0: 9.0, 64.0: 441.0, 68.0: 439.0, 72.0: 406.0, 76.0: 312.0, 92.0: 12.0}};13;124
