start_timestep;route;fleet_size;charge_cap;batt_cap;d_spec;SOC_init;incoming;arriving;depart_time;len;fleet_id
20.0;(76, 72, 70, 69, 63, 62, 60, 41, 40, 38, 24, 23, 22, 9, 8, 7, 1);15.0;110.0;60.0;0.209;1.0;{76: 15.0};{1: 8.0, 63: 7.0};{76: {20.0: 9.0, 36.0: 6.0}};17;96
20.0;(32, 33, 44, 43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);30.0;110.0;60.0;0.209;1.0;{32: 30.0};{15: 29.0, 9: 1.0};{32: {20.0: 2.0, 36.0: 28.0}};18;97
20.0;(46, 47, 60, 62, 63, 73, 86);9.0;110.0;60.0;0.209;0.7;{46: 9.0};{86: 9.0};{46: {20.0: 1.0, 28.0: 8.0}};7;98
20.0;(33, 44, 43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 14);7.0;110.0;60.0;0.209;1.0;{33: 7.0};{14: 7.0};{33: {20.0: 1.0, 28.0: 6.0}};17;99
20.0;(23, 22, 21, 25, 29);4.0;41.0;55.0;0.236;1.0;{23: 4.0};{29: 4.0};{23: {20.0: 1.0, 36.0: 3.0}};5;100
20.0;(15, 6, 5, 4, 3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);5.0;41.0;55.0;0.236;0.7;{15: 5.0};{33: 5.0};{15: {20.0: 1.0, 52.0: 4.0}};17;101
20.0;(27, 26, 29, 30, 52, 51);26.0;110.0;60.0;0.209;0.8999999999999999;{27: 26.0};{51: 26.0};{27: {20.0: 1.0, 32.0: 25.0}};6;102
20.0;(82, 66, 61, 54, 51);5.0;110.0;60.0;0.209;1.0;{82: 5.0};{51: 5.0};{82: {20.0: 1.0, 28.0: 4.0}};5;103
20.0;(86, 73, 69, 70, 72, 76);38.0;110.0;60.0;0.209;1.0;{86: 38.0};{76: 38.0};{86: {20.0: 4.0, 36.0: 34.0}};6;104
20.0;(63, 69, 58, 57, 55);47.0;110.0;60.0;0.209;1.0;{63: 47.0};{55: 47.0};{63: {20.0: 8.0, 28.0: 39.0}};5;105
20.0;(30, 53, 57, 58, 69, 63);5.0;110.0;60.0;0.209;1.1;{30: 5.0};{63: 5.0};{30: {20.0: 2.0, 52.0: 3.0}};6;106
20.0;(23, 24, 38, 40, 41, 60, 62, 63, 69, 58, 57, 55);4.0;110.0;60.0;0.209;1.1;{23: 4.0};{55: 4.0};{23: {20.0: 1.0, 48.0: 3.0}};12;107
20.0;(45, 44, 43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);7.0;110.0;60.0;0.209;0.8999999999999999;{45: 7.0};{15: 7.0};{45: {20.0: 2.0, 28.0: 5.0}};17;108
20.0;(58, 69, 63, 62, 60, 47, 46);7.0;41.0;55.0;0.236;1.0;{58: 7.0};{46: 7.0};{58: {20.0: 1.0, 40.0: 6.0}};7;109
20.0;(47, 60, 62, 63, 73, 86);21.0;110.0;60.0;0.209;1.0;{47: 21.0};{86: 21.0};{47: {20.0: 1.0, 32.0: 20.0}};6;110
20.0;(30, 53, 57, 58, 70, 72, 76);16.0;110.0;60.0;0.209;0.8999999999999999;{30: 16.0};{76: 16.0};{30: {20.0: 1.0, 28.0: 15.0}};7;111
20.0;(30, 53, 57, 58, 69, 63, 62, 60, 41);6.0;41.0;55.0;0.236;1.1;{30: 6.0};{41: 6.0};{30: {20.0: 1.0, 44.0: 5.0}};9;112
20.0;(33, 45, 46, 47, 60, 62, 63, 69, 70, 72, 76);3.0;110.0;60.0;0.209;0.7;{33: 3.0};{76: 3.0};{33: {20.0: 1.0, 32.0: 2.0}};11;113
20.0;(55, 57, 58, 69, 63);12.0;110.0;60.0;0.209;1.1;{55: 12.0};{63: 12.0};{55: {20.0: 5.0, 84.0: 7.0}};5;114
20.0;(58, 70, 72, 76);813.0;41.0;55.0;0.236;0.7;{58: 813.0};{76: 813.0};{58: {20.0: 75.0, 36.0: 738.0}};4;115
20.0;(24, 38, 40, 41, 60, 62, 63, 73, 86);2.0;41.0;55.0;0.236;1.1;{24: 2.0};{86: 2.0};{24: {20.0: 1.0, 28.0: 1.0}};9;116
20.0;(8, 9, 19, 12, 11);170.0;110.0;60.0;0.209;0.8000000000000003;{8: 170.0};{11: 157.0, 12: 13.0};{8: {20.0: 17.0, 28.0: 153.0}};5;117
20.0;(22, 21, 25, 29);91.0;41.0;55.0;0.236;1.0;{22: 91.0};{29: 91.0};{22: {20.0: 11.0, 36.0: 80.0}};4;118
20.0;(36, 24, 23, 22, 9, 8, 7, 2);3.0;110.0;60.0;0.209;0.9000000000000001;{36: 3.0};{2: 3.0};{36: {20.0: 1.0, 48.0: 2.0}};8;119
20.0;(58, 69, 63, 62, 64);125.0;41.0;55.0;0.236;0.8999999999999999;{58: 125.0};{64: 125.0};{58: {20.0: 12.0, 44.0: 113.0}};5;120
20.0;(1, 7, 8, 9, 22, 23, 24, 38, 40);1.0;41.0;55.0;0.236;0.4;{1: 1.0};{40: 1.0};{1: {20.0: 1.0}};9;121
20.0;(26, 29, 30, 52, 51);5.0;41.0;55.0;0.236;1.0;{26: 5.0};{51: 5.0};{26: {20.0: 1.0, 44.0: 4.0}};5;122
20.0;(15, 6, 5, 4, 3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);26.0;110.0;60.0;0.209;0.8999999999999999;{15: 26.0};{32: 25.0, 22: 1.0};{15: {20.0: 2.0, 32.0: 24.0}};18;123
20.0;(76, 72, 70, 69, 63, 62, 60, 47, 46);39.0;110.0;60.0;0.209;0.7999999999999999;{76: 39.0};{46: 39.0};{76: {20.0: 2.0, 36.0: 37.0}};9;124
