,start_timestep,route,fleet_size,charge_cap,batt_cap,d_spec,SOC_init,fleet_id
21282,45.0,"(63, 62, 61, 91, 93, 94, 100, 88)",128.0,39.0,45.03,0.237,0.9,21282
21283,46.0,"(63, 62, 61, 91, 93, 94, 100, 88)",115.0,103.0,108.0,0.27,1.0,21283
21284,47.0,"(63, 62, 61, 91, 93, 94, 100, 88)",116.0,41.0,68.2,0.22,1.0,21284
21285,48.0,"(63, 62, 61, 91, 93, 94, 100, 88)",87.0,47.0,54.05,0.23,0.9,21285
21286,49.0,"(63, 62, 61, 91, 93, 94, 100, 88)",83.0,77.0,88.8,0.24,1.0,21286
21287,50.0,"(63, 62, 61, 91, 93, 94, 100, 88)",107.0,67.0,53.11,0.226,0.9,21287
21288,51.0,"(63, 62, 61, 91, 93, 94, 100, 88)",94.0,110.0,88.16,0.232,1.0,21288
21289,52.0,"(63, 62, 61, 91, 93, 94, 100, 88)",80.0,108.0,103.09,0.237,1.0,21289
21290,53.0,"(63, 62, 61, 91, 93, 94, 100, 88)",93.0,114.0,82.08,0.288,1.0,21290
21291,54.0,"(63, 62, 61, 91, 93, 94, 100, 88)",80.0,103.0,107.94,0.257,1.0,21291
21292,55.0,"(63, 62, 61, 91, 93, 94, 100, 88)",96.0,103.0,107.94,0.257,1.0,21292
21293,56.0,"(63, 62, 61, 91, 93, 94, 100, 88)",82.0,103.0,107.94,0.257,1.0,21293
21294,57.0,"(63, 62, 61, 91, 93, 94, 100, 88)",105.0,110.0,88.16,0.232,1.0,21294
21295,58.0,"(63, 62, 61, 91, 93, 94, 100, 88)",105.0,114.0,82.08,0.288,1.0,21295
21296,59.0,"(63, 62, 61, 91, 93, 94, 100, 88)",94.0,114.0,82.08,0.288,1.0,21296
21297,60.0,"(63, 62, 61, 91, 93, 94, 100, 88)",93.0,41.0,68.2,0.22,1.0,21297
21298,61.0,"(63, 62, 61, 91, 93, 94, 100, 88)",110.0,40.0,51.98,0.231,0.9,21298
21299,62.0,"(63, 62, 61, 91, 93, 94, 100, 88)",105.0,30.0,45.72,0.223,0.9,21299
21300,63.0,"(63, 62, 61, 91, 93, 94, 100, 88)",111.0,108.0,103.09,0.237,1.0,21300
21301,64.0,"(63, 62, 61, 91, 93, 94, 100, 88)",128.0,103.0,108.0,0.27,1.0,21301
21302,65.0,"(63, 62, 61, 91, 93, 94, 100, 88)",99.0,41.0,68.2,0.22,1.0,21302
21303,66.0,"(63, 62, 61, 91, 93, 94, 100, 88)",108.0,77.0,88.8,0.24,1.0,21303
21304,67.0,"(63, 62, 61, 91, 93, 94, 100, 88)",116.0,110.0,88.16,0.232,1.0,21304
21305,68.0,"(63, 62, 61, 91, 93, 94, 100, 88)",123.0,85.0,81.2,0.232,1.0,21305
21306,69.0,"(63, 62, 61, 91, 93, 94, 100, 88)",93.0,64.0,110.6,0.28,1.0,21306
21307,70.0,"(63, 62, 61, 91, 93, 94, 100, 88)",113.0,67.0,53.11,0.226,0.9,21307
21308,71.0,"(63, 62, 61, 91, 93, 94, 100, 88)",129.0,103.0,108.0,0.27,1.0,21308
21309,72.0,"(63, 62, 61, 91, 93, 94, 100, 88)",110.0,64.0,110.6,0.28,1.0,21309
21310,73.0,"(63, 62, 61, 91, 93, 94, 100, 88)",92.0,67.0,53.11,0.226,0.9,21310
21311,74.0,"(63, 62, 61, 91, 93, 94, 100, 88)",82.0,110.0,88.16,0.232,1.0,21311
21312,75.0,"(63, 62, 61, 91, 93, 94, 100, 88)",92.0,40.0,51.98,0.231,0.9,21312
21313,76.0,"(63, 62, 61, 91, 93, 94, 100, 88)",71.0,103.0,108.0,0.27,1.0,21313
21314,77.0,"(63, 62, 61, 91, 93, 94, 100, 88)",83.0,110.0,88.16,0.232,1.0,21314
21315,78.0,"(63, 62, 61, 91, 93, 94, 100, 88)",62.0,41.0,68.2,0.22,1.0,21315
21316,79.0,"(63, 62, 61, 91, 93, 94, 100, 88)",50.0,30.0,45.72,0.223,0.9,21316
21317,80.0,"(63, 62, 61, 91, 93, 94, 100, 88)",56.0,85.0,81.2,0.232,1.0,21317
21318,81.0,"(63, 62, 61, 91, 93, 94, 100, 88)",42.0,41.0,68.2,0.22,1.0,21318
21319,82.0,"(63, 62, 61, 91, 93, 94, 100, 88)",40.0,41.0,68.2,0.22,1.0,21319
21320,83.0,"(63, 62, 61, 91, 93, 94, 100, 88)",39.0,110.0,88.16,0.232,1.0,21320
21321,84.0,"(63, 62, 61, 91, 93, 94, 100, 88)",24.0,110.0,88.16,0.232,1.0,21321
21322,85.0,"(63, 62, 61, 91, 93, 94, 100, 88)",19.0,110.0,88.16,0.232,1.0,21322
21323,86.0,"(63, 62, 61, 91, 93, 94, 100, 88)",24.0,110.0,88.16,0.232,1.0,21323
21324,87.0,"(63, 62, 61, 91, 93, 94, 100, 88)",11.0,108.0,103.09,0.237,1.0,21324
21325,88.0,"(63, 62, 61, 91, 93, 94, 100, 88)",10.0,41.0,68.2,0.22,1.0,21325
21326,89.0,"(63, 62, 61, 91, 93, 94, 100, 88)",4.0,41.0,68.2,0.22,1.0,21326
21327,90.0,"(63, 62, 61, 91, 93, 94, 100, 88)",7.0,110.0,88.16,0.232,1.0,21327
21328,91.0,"(63, 62, 61, 91, 93, 94, 100, 88)",4.0,47.0,54.05,0.23,0.9,21328
21329,92.0,"(63, 62, 61, 91, 93, 94, 100, 88)",4.0,41.0,68.2,0.22,1.0,21329
21330,93.0,"(63, 62, 61, 91, 93, 94, 100, 88)",2.0,39.0,45.03,0.237,0.9,21330
21331,94.0,"(63, 62, 61, 91, 93, 94, 100, 88)",3.0,103.0,107.94,0.257,1.0,21331
21332,95.0,"(63, 62, 61, 91, 93, 94, 100, 88)",1.0,85.0,81.2,0.232,1.0,21332
21333,15.0,"(63, 62, 61, 74, 73, 70, 71, 72)",2.0,110.0,88.16,0.232,1.0,21333
21334,16.0,"(63, 62, 61, 74, 73, 70, 71, 72)",4.0,78.0,64.12,0.225,1.0,21334
21335,17.0,"(63, 62, 61, 74, 73, 70, 71, 72)",3.0,77.0,88.8,0.24,1.0,21335
21336,18.0,"(63, 62, 61, 74, 73, 70, 71, 72)",7.0,110.0,129.92,0.232,1.0,21336
21337,19.0,"(63, 62, 61, 74, 73, 70, 71, 72)",10.0,67.0,53.11,0.226,0.9,21337
21338,20.0,"(63, 62, 61, 74, 73, 70, 71, 72)",17.0,110.0,88.16,0.232,1.0,21338
21339,21.0,"(63, 62, 61, 74, 73, 70, 71, 72)",26.0,47.0,54.05,0.23,0.9,21339
21340,22.0,"(63, 62, 61, 74, 73, 70, 71, 72)",25.0,41.0,68.2,0.22,1.0,21340
21341,23.0,"(63, 62, 61, 74, 73, 70, 71, 72)",54.0,77.0,88.8,0.24,1.0,21341
21342,24.0,"(63, 62, 61, 74, 73, 70, 71, 72)",97.0,85.0,81.2,0.232,1.0,21342
21343,25.0,"(63, 62, 61, 74, 73, 70, 71, 72)",131.0,103.0,107.94,0.257,1.0,21343
21344,26.0,"(63, 62, 61, 74, 73, 70, 71, 72)",169.0,67.0,53.11,0.226,0.9,21344
21345,27.0,"(63, 62, 61, 74, 73, 70, 71, 72)",231.0,67.0,53.11,0.226,0.9,21345
21346,28.0,"(63, 62, 61, 74, 73, 70, 71, 72)",230.0,77.0,88.8,0.24,1.0,21346
21347,29.0,"(63, 62, 61, 74, 73, 70, 71, 72)",290.0,110.0,88.16,0.232,1.0,21347
21348,30.0,"(63, 62, 61, 74, 73, 70, 71, 72)",299.0,103.0,107.94,0.257,1.0,21348
21349,31.0,"(63, 62, 61, 74, 73, 70, 71, 72)",317.0,108.0,103.09,0.237,1.0,21349
21350,32.0,"(63, 62, 61, 74, 73, 70, 71, 72)",286.0,103.0,108.0,0.27,1.0,21350
21351,33.0,"(63, 62, 61, 74, 73, 70, 71, 72)",288.0,41.0,68.2,0.22,1.0,21351
21352,34.0,"(63, 62, 61, 74, 73, 70, 71, 72)",287.0,30.0,45.72,0.223,0.9,21352
21353,35.0,"(63, 62, 61, 74, 73, 70, 71, 72)",258.0,30.0,45.72,0.223,0.9,21353
21354,36.0,"(63, 62, 61, 74, 73, 70, 71, 72)",219.0,85.0,81.2,0.232,1.0,21354
21355,37.0,"(63, 62, 61, 74, 73, 70, 71, 72)",235.0,110.0,88.16,0.232,1.0,21355
21356,38.0,"(63, 62, 61, 74, 73, 70, 71, 72)",218.0,110.0,88.16,0.232,1.0,21356
21357,39.0,"(63, 62, 61, 74, 73, 70, 71, 72)",224.0,110.0,88.16,0.232,1.0,21357
21358,40.0,"(63, 62, 61, 74, 73, 70, 71, 72)",229.0,41.0,68.2,0.22,1.0,21358
21359,41.0,"(63, 62, 61, 74, 73, 70, 71, 72)",215.0,103.0,107.94,0.257,1.0,21359
21360,42.0,"(63, 62, 61, 74, 73, 70, 71, 72)",226.0,110.0,88.16,0.232,1.0,21360
21361,43.0,"(63, 62, 61, 74, 73, 70, 71, 72)",238.0,103.0,108.0,0.27,1.0,21361
21362,44.0,"(63, 62, 61, 74, 73, 70, 71, 72)",220.0,85.0,81.2,0.232,1.0,21362
21363,45.0,"(63, 62, 61, 74, 73, 70, 71, 72)",226.0,85.0,81.2,0.232,1.0,21363
21364,46.0,"(63, 62, 61, 74, 73, 70, 71, 72)",209.0,77.0,88.8,0.24,1.0,21364
21365,47.0,"(63, 62, 61, 74, 73, 70, 71, 72)",201.0,85.0,81.2,0.232,1.0,21365
21366,48.0,"(63, 62, 61, 74, 73, 70, 71, 72)",187.0,110.0,88.16,0.232,1.0,21366
21367,49.0,"(63, 62, 61, 74, 73, 70, 71, 72)",168.0,41.0,68.2,0.22,1.0,21367
21368,50.0,"(63, 62, 61, 74, 73, 70, 71, 72)",168.0,110.0,129.92,0.232,1.0,21368
21369,51.0,"(63, 62, 61, 74, 73, 70, 71, 72)",157.0,110.0,88.16,0.232,1.0,21369
21370,52.0,"(63, 62, 61, 74, 73, 70, 71, 72)",170.0,85.0,81.2,0.232,1.0,21370
21371,53.0,"(63, 62, 61, 74, 73, 70, 71, 72)",154.0,110.0,88.16,0.232,1.0,21371
21372,54.0,"(63, 62, 61, 74, 73, 70, 71, 72)",162.0,103.0,107.94,0.257,1.0,21372
21373,55.0,"(63, 62, 61, 74, 73, 70, 71, 72)",146.0,110.0,88.16,0.232,1.0,21373
21374,56.0,"(63, 62, 61, 74, 73, 70, 71, 72)",174.0,110.0,88.16,0.232,1.0,21374
21375,57.0,"(63, 62, 61, 74, 73, 70, 71, 72)",170.0,110.0,88.16,0.232,1.0,21375
21376,58.0,"(63, 62, 61, 74, 73, 70, 71, 72)",169.0,34.0,42.5,0.25,0.9,21376
21377,59.0,"(63, 62, 61, 74, 73, 70, 71, 72)",170.0,103.0,108.0,0.27,1.0,21377
21378,60.0,"(63, 62, 61, 74, 73, 70, 71, 72)",191.0,110.0,88.16,0.232,1.0,21378
21379,61.0,"(63, 62, 61, 74, 73, 70, 71, 72)",154.0,47.0,54.05,0.23,0.9,21379
21380,62.0,"(63, 62, 61, 74, 73, 70, 71, 72)",189.0,85.0,81.2,0.232,1.0,21380
21381,63.0,"(63, 62, 61, 74, 73, 70, 71, 72)",191.0,41.0,68.2,0.22,1.0,21381
21382,64.0,"(63, 62, 61, 74, 73, 70, 71, 72)",185.0,41.0,68.2,0.22,1.0,21382
21383,65.0,"(63, 62, 61, 74, 73, 70, 71, 72)",200.0,34.0,42.5,0.25,0.9,21383
21384,66.0,"(63, 62, 61, 74, 73, 70, 71, 72)",196.0,41.0,68.2,0.22,1.0,21384
21385,67.0,"(63, 62, 61, 74, 73, 70, 71, 72)",172.0,41.0,68.2,0.22,1.0,21385
21386,68.0,"(63, 62, 61, 74, 73, 70, 71, 72)",181.0,110.0,88.16,0.232,1.0,21386
21387,69.0,"(63, 62, 61, 74, 73, 70, 71, 72)",191.0,108.0,103.09,0.237,1.0,21387
21388,70.0,"(63, 62, 61, 74, 73, 70, 71, 72)",175.0,110.0,88.16,0.232,1.0,21388
21389,71.0,"(63, 62, 61, 74, 73, 70, 71, 72)",170.0,110.0,88.16,0.232,1.0,21389
21390,72.0,"(63, 62, 61, 74, 73, 70, 71, 72)",190.0,103.0,107.94,0.257,1.0,21390
21391,73.0,"(63, 62, 61, 74, 73, 70, 71, 72)",153.0,30.0,45.72,0.223,0.9,21391
21392,74.0,"(63, 62, 61, 74, 73, 70, 71, 72)",143.0,110.0,88.16,0.232,1.0,21392
21393,75.0,"(63, 62, 61, 74, 73, 70, 71, 72)",128.0,110.0,88.16,0.232,1.0,21393
21394,76.0,"(63, 62, 61, 74, 73, 70, 71, 72)",140.0,103.0,108.0,0.27,1.0,21394
21395,77.0,"(63, 62, 61, 74, 73, 70, 71, 72)",140.0,30.0,45.72,0.223,0.9,21395
21396,78.0,"(63, 62, 61, 74, 73, 70, 71, 72)",114.0,41.0,68.2,0.22,1.0,21396
21397,79.0,"(63, 62, 61, 74, 73, 70, 71, 72)",108.0,85.0,81.2,0.232,1.0,21397
21398,80.0,"(63, 62, 61, 74, 73, 70, 71, 72)",87.0,103.0,108.0,0.27,1.0,21398
21399,81.0,"(63, 62, 61, 74, 73, 70, 71, 72)",75.0,30.0,45.72,0.223,0.9,21399
21400,82.0,"(63, 62, 61, 74, 73, 70, 71, 72)",68.0,103.0,107.94,0.257,1.0,21400
21401,83.0,"(63, 62, 61, 74, 73, 70, 71, 72)",60.0,108.0,103.09,0.237,1.0,21401
21402,84.0,"(63, 62, 61, 74, 73, 70, 71, 72)",46.0,103.0,108.0,0.27,1.0,21402
21403,85.0,"(63, 62, 61, 74, 73, 70, 71, 72)",29.0,85.0,81.2,0.232,1.0,21403
21404,86.0,"(63, 62, 61, 74, 73, 70, 71, 72)",39.0,85.0,81.2,0.232,1.0,21404
21405,87.0,"(63, 62, 61, 74, 73, 70, 71, 72)",22.0,114.0,82.08,0.288,1.0,21405
21406,88.0,"(63, 62, 61, 74, 73, 70, 71, 72)",24.0,41.0,68.2,0.22,1.0,21406
21407,89.0,"(63, 62, 61, 74, 73, 70, 71, 72)",10.0,77.0,88.8,0.24,1.0,21407
21408,90.0,"(63, 62, 61, 74, 73, 70, 71, 72)",13.0,108.0,103.09,0.237,1.0,21408
21409,91.0,"(63, 62, 61, 74, 73, 70, 71, 72)",9.0,47.0,54.05,0.23,0.9,21409
21410,92.0,"(63, 62, 61, 74, 73, 70, 71, 72)",8.0,64.0,110.6,0.28,1.0,21410
21411,93.0,"(63, 62, 61, 74, 73, 70, 71, 72)",5.0,47.0,54.05,0.23,0.9,21411
21412,94.0,"(63, 62, 61, 74, 73, 70, 71, 72)",3.0,47.0,54.05,0.23,0.9,21412
21413,95.0,"(63, 62, 61, 74, 73, 70, 71, 72)",3.0,77.0,88.8,0.24,1.0,21413
21414,16.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",1.0,110.0,88.16,0.232,1.0,21414
21415,17.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",3.0,103.0,108.0,0.27,1.0,21415
21416,18.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",4.0,41.0,68.2,0.22,1.0,21416
21417,19.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",5.0,77.0,88.8,0.24,1.0,21417
21418,20.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",3.0,41.0,68.2,0.22,1.0,21418
21419,21.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",8.0,77.0,88.8,0.24,1.0,21419
21420,22.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",8.0,103.0,108.0,0.27,1.0,21420
21421,23.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",20.0,114.0,82.08,0.288,1.0,21421
21422,24.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",41.0,110.0,88.16,0.232,1.0,21422
21423,25.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",45.0,41.0,68.2,0.22,1.0,21423
21424,26.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",51.0,41.0,68.2,0.22,1.0,21424
21425,27.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",60.0,85.0,81.2,0.232,1.0,21425
21426,28.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",95.0,110.0,88.16,0.232,1.0,21426
21427,29.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",89.0,77.0,88.8,0.24,1.0,21427
21428,30.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",108.0,39.0,45.03,0.237,0.9,21428
21429,31.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",109.0,41.0,68.2,0.22,1.0,21429
21430,32.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",104.0,78.0,64.12,0.225,1.0,21430
21431,33.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",107.0,39.0,45.03,0.237,0.9,21431
21432,34.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",90.0,110.0,88.16,0.232,1.0,21432
21433,35.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",92.0,110.0,88.16,0.232,1.0,21433
21434,36.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",65.0,110.0,88.16,0.232,1.0,21434
21435,37.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",73.0,108.0,103.09,0.237,1.0,21435
21436,38.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",59.0,30.0,45.72,0.223,0.9,21436
21437,39.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",73.0,64.0,110.6,0.28,1.0,21437
21438,40.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",71.0,110.0,129.92,0.232,1.0,21438
21439,41.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",81.0,67.0,53.11,0.226,0.9,21439
21440,42.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",83.0,41.0,68.2,0.22,1.0,21440
21441,43.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",73.0,41.0,68.2,0.22,1.0,21441
21442,44.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",81.0,77.0,88.8,0.24,1.0,21442
21443,45.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",63.0,103.0,107.94,0.257,1.0,21443
21444,46.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",67.0,39.0,45.03,0.237,0.9,21444
21445,47.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",66.0,40.0,51.98,0.231,0.9,21445
21446,48.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",56.0,41.0,68.2,0.22,1.0,21446
21447,49.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",59.0,77.0,88.8,0.24,1.0,21447
21448,50.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",70.0,103.0,108.0,0.27,1.0,21448
21449,51.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",57.0,47.0,54.05,0.23,0.9,21449
21450,52.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",35.0,64.0,110.6,0.28,1.0,21450
21451,53.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",43.0,30.0,45.72,0.223,0.9,21451
21452,54.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",66.0,47.0,54.05,0.23,0.9,21452
21453,55.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",57.0,40.0,51.98,0.231,0.9,21453
21454,56.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",45.0,64.0,110.6,0.28,1.0,21454
21455,57.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",63.0,110.0,88.16,0.232,1.0,21455
21456,58.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",37.0,47.0,54.05,0.23,0.9,21456
21457,59.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",51.0,110.0,88.16,0.232,1.0,21457
21458,60.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",60.0,110.0,88.16,0.232,1.0,21458
21459,61.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",55.0,85.0,81.2,0.232,1.0,21459
21460,62.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",62.0,85.0,81.2,0.232,1.0,21460
21461,63.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",66.0,110.0,88.16,0.232,1.0,21461
21462,64.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",68.0,110.0,88.16,0.232,1.0,21462
21463,65.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",55.0,64.0,110.6,0.28,1.0,21463
21464,66.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",68.0,47.0,54.05,0.23,0.9,21464
21465,67.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",56.0,85.0,81.2,0.232,1.0,21465
21466,68.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",57.0,77.0,88.8,0.24,1.0,21466
21467,69.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",63.0,108.0,103.09,0.237,1.0,21467
21468,70.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",50.0,77.0,88.8,0.24,1.0,21468
21469,71.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",58.0,47.0,54.05,0.23,0.9,21469
21470,72.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",63.0,41.0,68.2,0.22,1.0,21470
21471,73.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",57.0,41.0,68.2,0.22,1.0,21471
21472,74.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",47.0,39.0,45.03,0.237,0.9,21472
21473,75.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",42.0,41.0,68.2,0.22,1.0,21473
21474,76.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",48.0,114.0,82.08,0.288,1.0,21474
21475,77.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",36.0,67.0,53.11,0.226,0.9,21475
21476,78.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",40.0,41.0,68.2,0.22,1.0,21476
21477,79.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",35.0,110.0,88.16,0.232,1.0,21477
21478,80.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",32.0,110.0,88.16,0.232,1.0,21478
21479,81.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",24.0,110.0,88.16,0.232,1.0,21479
21480,82.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",28.0,41.0,68.2,0.22,1.0,21480
21481,83.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",19.0,110.0,88.16,0.232,1.0,21481
21482,84.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",16.0,41.0,68.2,0.22,1.0,21482
21483,85.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",5.0,47.0,54.05,0.23,0.9,21483
21484,86.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",7.0,110.0,88.16,0.232,1.0,21484
21485,87.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",10.0,110.0,88.16,0.232,1.0,21485
21486,88.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",1.0,110.0,88.16,0.232,1.0,21486
21487,89.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",5.0,64.0,110.6,0.28,1.0,21487
21488,90.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",6.0,103.0,107.94,0.257,1.0,21488
21489,91.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",5.0,41.0,68.2,0.22,1.0,21489
21490,92.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",3.0,64.0,110.6,0.28,1.0,21490
21491,93.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",1.0,40.0,51.98,0.231,0.9,21491
21492,94.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",2.0,103.0,107.94,0.257,1.0,21492
21493,95.0,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",2.0,39.0,45.03,0.237,0.9,21493
21494,10.0,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",2.0,77.0,88.8,0.24,1.0,21494
21495,11.0,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",1.0,64.0,110.6,0.28,1.0,21495
21496,12.0,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",2.0,85.0,81.2,0.232,1.0,21496
21497,14.0,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",2.0,41.0,68.2,0.22,1.0,21497
21498,15.0,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",1.0,41.0,68.2,0.22,1.0,21498
